inspection_id,container_no_raw,inspection_time,facility,damage_code,component,severity,estimated_cost,currency,inspector_id,photo_ref,remarks,source
INSP5446106,PONU4406577,2025-12-31T10:07:00.000000,CT03-A-01-1,D2,FLOOR,MAJOR,416.53,USD,EMP600,img_1005.jpg,,paper_form
INSP5956949,MSCU2052688,2026-01-05T08:09:00.000000,CT01-B-05-2,H1,ROOF,MINOR,427.26,USD,EMP754,img_6576.jpg,Hole found,paper_form
INSP5643283,MSCU2052688,2026-01-03T15:32:11.486438,CT04-B-10-3,H1,SIDE,MINOR,233.42,USD,EMP385,img_3234.jpg,,mobile_app
INSP5106595,MSCU2052688,2026-01-05T08:09:00.000000,CT03-A-01-1,FL,FRAME,CRITICAL,185.06,USD,EMP166,img_6620.jpg,,tablet
INSP2769347,MSCU4616213,2026-01-15T16:51:00.000000,CT01-B-05-2,D2,FRAME,MINOR,438.41,USD,EMP402,img_2724.jpg,Bent frame,paper_form
INSP5638318,MSCU4616213,2026-01-15T16:51:00.000000,CT01-B-05-2,D2,DOOR,MINOR,415.18,USD,EMP412,img_3595.jpg,Scratches,paper_form
INSP7643128,PONU9508762,2026-01-05T12:38:00.000000,CT01-A-12-1,D2,DOOR,CRITICAL,265.19,USD,EMP720,img_6324.jpg,Hole found,paper_form
INSP2518114,PONU9508762,2026-01-09T05:59:00.000000,CT01-Yard-A,D2,SIDE,MAJOR,389.3,USD,EMP725,img_2566.jpg,Bent frame,tablet
INSP7609341,MSCU6376677,2026-01-06T04:07:00.000000,CT03-A-01-1,BR,DOOR,CRITICAL,449.03,USD,EMP688,img_1437.jpg,Hole found,mobile_app
INSP4514358,MSCU6376677,2025-12-31T17:42:00.000000,CT03-A-01-1,D2,SIDE,CRITICAL,138.74,USD,EMP690,img_6379.jpg,,tablet
INSP9504963,HLCU3067909,2026-01-06T19:56:00.000000,CT01-A-12-1,H1,ROOF,MINOR,208.98,USD,EMP936,img_4212.jpg,Scratches,mobile_app
INSP6518595,HLCU3067909,2026-01-07T18:33:00.000000,CT03-Depot,SC,DOOR,NO_DEFECT,67.51,USD,EMP142,img_4861.jpg,,mobile_app
INSP4336982,TCNU4666285,2026-01-01T09:43:00.000000,CT02-Yard-B,BR,FLOOR,MAJOR,316.85,USD,EMP773,img_8179.jpg,,paper_form
INSP1085648,TCNU4666285,2026-01-01T08:35:51.122338,CT04-Terminal,BR,FLOOR,NO_DEFECT,250.54,USD,EMP477,img_7734.jpg,,tablet
INSP3871378,TCNU4666285,2026-01-01T09:43:00.000000,CT03-A-01-1,H1,ROOF,CRITICAL,271.61,USD,EMP196,img_9310.jpg,,paper_form
INSP9103652,CXDU3529135,2026-01-07T22:39:00.000000,CT01-A-12-1,SC,FLOOR,NO_DEFECT,430.83,USD,EMP948,img_7176.jpg,,paper_form
INSP3255822,CXDU3529135,2026-01-09T01:34:00.000000,CT01-Yard-A,H1,SIDE,CRITICAL,324.72,USD,EMP939,img_8940.jpg,Hole found,paper_form
INSP9587675,HLCU2176223,2026-01-23T12:15:00.000000,CT04-B-10-3,FL,FRAME,MAJOR,221.27,USD,EMP771,img_7580.jpg,Hole found,paper_form
INSP3637422,HLCU2176223,2026-01-23T05:50:59.414953,CT01-B-05-2,D1,SIDE,CRITICAL,192.98,USD,EMP510,img_4344.jpg,,tablet
INSP5599146,HLCU2176223,2026-01-22T06:04:00.000000,CT01-Yard-A,D2,SIDE,NO_DEFECT,479.76,USD,EMP876,img_2352.jpg,,mobile_app
INSP4130674,PONU9525693,2025-12-29T21:01:00.000000,CT04-B-10-3,BR,ROOF,CRITICAL,438.52,USD,EMP103,img_3138.jpg,,mobile_app
INSP1318133,PONU9525693,2026-01-15T09:19:00.000000,CT01-A-12-1,SC,SIDE,MAJOR,175.89,USD,EMP950,img_9484.jpg,Scratches,tablet
INSP9494861,MSCU6941207,2026-01-08T02:05:32.166482,CT01-Yard-A,H1,SIDE,NO_DEFECT,451.61,USD,EMP133,img_1604.jpg,Hole found,mobile_app
INSP7213229,MSCU6941207,2026-01-23T13:17:00.000000,CT04-Terminal,D2,SIDE,CRITICAL,182.46,USD,EMP643,img_7568.jpg,Scratches,mobile_app
INSP6455198,MSCU6941207,2026-01-23T13:17:00.000000,CT03-A-01-1,D2,FLOOR,MINOR,271.74,USD,EMP872,img_7386.jpg,Hole found,tablet
INSP8349011,PONU8992882,2025-12-30T02:02:00.000000,CT03-A-01-1,FL,FRAME,MAJOR,182.88,USD,EMP820,img_6199.jpg,,paper_form
INSP1019481,PONU8992882,2026-01-05T08:37:00.000000,CT01-A-12-1,FL,DOOR,MAJOR,482.31,USD,EMP379,img_4479.jpg,,mobile_app
INSP6996556,MSCU8942540,2025-12-31T04:03:36.582120,CT02-Yard-B,SC,ROOF,CRITICAL,52.22,USD,EMP103,img_3705.jpg,Hole found,paper_form
INSP1823259,MSCU8942540,2025-12-30T20:52:00.000000,CT04-Terminal,SC,ROOF,NO_DEFECT,443.65,USD,EMP657,img_1452.jpg,Scratches,tablet
INSP7238230,MSCU8942540,2026-01-01T06:50:00.000000,CT03-A-01-1,D2,FLOOR,NO_DEFECT,371.35,USD,EMP121,img_8415.jpg,Scratches,paper_form
INSP2273633,TCNU1552140,2026-01-03T18:01:00.000000,CT02-C-20-4,H1,SIDE,MAJOR,,USD,EMP481,img_4559.jpg,,paper_form
INSP8759169,TCNU1552140,2026-01-09T11:13:39.297732,CT01-Yard-A,BR,FRAME,NO_DEFECT,164.98,USD,EMP379,img_5432.jpg,Bent frame,mobile_app
INSP7497009,TCNU1552140,2026-01-12T15:00:00.000000,CT04-B-10-3,FL,ROOF,NO_DEFECT,401.2,USD,EMP909,img_7989.jpg,,mobile_app
INSP4756713,MSCU2049196,2026-01-03T18:25:00.000000,CT01-B-05-2,D2,FLOOR,MAJOR,417.78,USD,EMP816,img_4663.jpg,Scratches,tablet
INSP6572823,MSCU2049196,2026-01-02T22:28:52.806981,CT02-Yard-B,D2,FRAME,NO_DEFECT,424.31,USD,EMP513,img_5663.jpg,,mobile_app
INSP7341387,MSCU2049196,2026-01-02T12:55:00.000000,CT02-Yard-B,D1,FRAME,CRITICAL,259.39,USD,EMP355,img_2345.jpg,Scratches,tablet
INSP7910283,TCNU9083700,2026-01-16T15:17:59.548022,CT02-C-20-4,D2,FLOOR,NO_DEFECT,334.27,USD,EMP205,img_2271.jpg,Scratches,paper_form
INSP5480551,TCNU9083700,2026-01-17T12:26:00.000000,CT01-Yard-A,BR,DOOR,MAJOR,263.07,USD,EMP851,img_8652.jpg,Scratches,mobile_app
INSP7878659,TCNU9083700,2026-01-16T08:10:00.000000,CT01-A-12-1,BR,ROOF,NO_DEFECT,265.16,USD,EMP326,img_8466.jpg,,paper_form
INSP1848677,CXDU7780426,2026-01-24T03:25:00.000000,CT04-B-10-3,D1,SIDE,CRITICAL,70.48,USD,EMP649,img_9041.jpg,Bent frame,paper_form
INSP9834748,CXDU7780426,2026-01-24T01:03:32.396892,CT01-Yard-A,BR,FRAME,MINOR,127.78,USD,EMP758,img_7293.jpg,Hole found,tablet
INSP2486415,CXDU7780426,2026-01-24T03:25:00.000000,CT04-Terminal,FL,DOOR,MAJOR,194.89,USD,EMP360,img_8001.jpg,Hole found,paper_form
INSP3180758,HLCU3833801,2026-01-21T21:19:00.000000,CT03-Depot,SC,SIDE,NO_DEFECT,383.31,USD,EMP537,img_1590.jpg,,paper_form
INSP3209702,HLCU3833801,2026-01-16T09:22:00.000000,CT04-B-10-3,H1,DOOR,MAJOR,248.11,USD,EMP101,img_1929.jpg,Scratches,paper_form
INSP5023568,PONU8354627,2026-01-20T07:10:00.000000,CT02-C-20-4,H1,FLOOR,MINOR,289.53,USD,EMP464,img_7808.jpg,,paper_form
INSP1184891,PONU8354627,2026-01-12T13:00:00.000000,CT03-A-01-1,FL,ROOF,MAJOR,280.08,USD,EMP410,img_3461.jpg,Bent frame,tablet
INSP5377615,PONU8354627,2026-01-20T07:10:00.000000,CT01-B-05-2,SC,FRAME,CRITICAL,382.32,USD,EMP956,img_5609.jpg,,tablet
INSP9676924,HLCU4973542,2026-01-20T20:49:00.000000,CT01-Yard-A,D1,ROOF,NO_DEFECT,69.13,USD,EMP631,img_1504.jpg,Scratches,mobile_app
INSP7324196,HLCU4973542,2026-01-19T08:46:00.000000,CT02-C-20-4,SC,FRAME,MINOR,337.31,USD,EMP762,img_7239.jpg,Scratches,paper_form
INSP3871914,CXDU3590254,2026-01-10T14:51:36.597800,CT04-B-10-3,FL,SIDE,MAJOR,372.4,USD,EMP340,img_8750.jpg,Hole found,tablet
INSP8440270,CXDU3590254,2025-12-26T21:20:58.737131,CT04-Terminal,D2,FRAME,MINOR,259.13,USD,EMP762,img_4987.jpg,Scratches,tablet
INSP4843138,CXDU3590254,2025-12-13T16:40:00.000000,CT01-A-12-1,H1,DOOR,MINOR,488.68,USD,EMP302,img_8385.jpg,Bent frame,paper_form
INSP9749627,CXDU3590254,2026-01-06T22:41:37.915667,CT03-A-01-1,H1,ROOF,MAJOR,406.75,USD,EMP857,img_7513.jpg,Scratches,paper_form
INSP8462462,CXDU3590254,2026-01-15T23:53:00.000000,CT02-C-20-4,D1,FLOOR,CRITICAL,195.18,USD,EMP595,img_7130.jpg,Scratches,mobile_app
INSP3260828,HLCU9590457,2025-12-22T05:41:00.000000,CT01-B-05-2,H1,FRAME,MAJOR,371.71,USD,EMP106,img_4196.jpg,,mobile_app
INSP7112953,HLCU9590457,2025-12-14T22:18:00.000000,CT01-Yard-A,D1,FRAME,MINOR,239.8,USD,EMP794,img_4470.jpg,,mobile_app
INSP7025153,CXDU6956496,2026-01-12T07:00:00.000000,CT02-C-20-4,SC,FRAME,MINOR,188.7,USD,EMP447,img_6168.jpg,Scratches,paper_form
INSP3760048,CXDU6956496,2026-01-12T07:00:00.000000,CT01-Yard-A,SC,FRAME,MAJOR,351.49,USD,EMP829,img_6776.jpg,Hole found,mobile_app
INSP2064839,CXDU4311408,2026-01-18T14:57:00.000000,CT04-B-10-3,FL,FLOOR,CRITICAL,454.01,USD,EMP105,img_1180.jpg,,mobile_app
INSP1284364,CXDU4311408,2026-01-19T16:35:00.000000,CT01-Yard-A,H1,FRAME,MAJOR,187.44,USD,EMP895,img_7501.jpg,Hole found,paper_form
INSP9456203,CXDU4311408,2026-01-19T09:20:14.746352,CT03-A-01-1,D1,FRAME,CRITICAL,80.4,USD,EMP587,img_1455.jpg,,tablet
INSP1235920,PONU1766877,2026-01-22T13:20:00.000000,CT04-B-10-3,FL,FRAME,MINOR,427.11,USD,EMP484,img_4015.jpg,,tablet
INSP5124271,PONU1766877,2026-01-22T13:20:37.266674,CT04-B-10-3,FL,FLOOR,NO_DEFECT,438.23,USD,EMP540,img_6362.jpg,,mobile_app
INSP6914991,PONU1766877,2026-01-22T13:21:00.000000,CT04-B-10-3,BR,SIDE,CRITICAL,,USD,EMP300,img_8409.jpg,Hole found,paper_form
INSP5871130,TCNU7164999,2025-12-19T17:31:00.000000,CT01-B-05-2,H1,FLOOR,MINOR,231.6,USD,EMP515,img_3363.jpg,Scratches,paper_form
INSP3668380,TCNU7164999,2025-12-20T21:34:00.000000,CT02-C-20-4,D1,DOOR,MAJOR,234.62,USD,EMP393,img_6493.jpg,Bent frame,paper_form
INSP4003729,TCNU5274178,2026-01-02T08:17:00.000000,CT01-B-05-2,BR,ROOF,NO_DEFECT,483.74,USD,EMP462,img_4687.jpg,,mobile_app
INSP1154046,TCNU5274178,2026-01-02T05:05:41.502732,CT01-Yard-A,BR,FLOOR,NO_DEFECT,123.17,USD,EMP788,img_1463.jpg,,tablet
INSP7998048,TCNU5274178,2026-01-02T08:17:00.000000,CT04-Terminal,SC,DOOR,MINOR,444.46,USD,EMP588,img_8326.jpg,Hole found,tablet
INSP6662262,TCNU5274178,2025-12-27T19:59:16.132075,CT04-B-10-3,FL,DOOR,MAJOR,178.24,USD,EMP117,img_1239.jpg,,mobile_app
INSP9598834,MSCU1107767,2026-01-07T19:53:05.305571,CT01-B-05-2,BR,FLOOR,MINOR,402.29,USD,EMP752,img_1072.jpg,,paper_form
INSP9194090,MSCU1107767,2026-01-10T04:37:00.000000,CT02-Yard-B,H1,ROOF,MINOR,,USD,EMP852,img_4393.jpg,,mobile_app
INSP1745394,MSCU1107767,2026-01-08T01:06:38.978960,CT03-Depot,BR,FLOOR,MAJOR,358.23,USD,EMP275,img_8216.jpg,,tablet
INSP5675865,MSCU1107767,2026-01-10T04:37:00.000000,CT03-Depot,SC,SIDE,CRITICAL,378.06,USD,EMP769,img_3876.jpg,,mobile_app
INSP8548902,MSCU9866748,2026-01-07T23:16:00.000000,CT01-Yard-A,BR,FLOOR,MAJOR,285.65,USD,EMP858,img_7532.jpg,,paper_form
INSP9344922,MSCU9866748,2026-01-04T08:53:00.000000,CT02-C-20-4,D2,SIDE,MAJOR,391.67,USD,EMP139,img_5025.jpg,Hole found,tablet
INSP4486621,MSCU9866748,2026-01-07T14:28:51.411477,CT02-Yard-B,D1,FRAME,CRITICAL,159.26,USD,EMP721,img_2112.jpg,Scratches,tablet
INSP6716661,MSCU4282376,2026-01-12T02:54:00.000000,CT01-A-12-1,BR,FRAME,NO_DEFECT,113.14,USD,EMP908,img_9066.jpg,Bent frame,paper_form
INSP4967476,MSCU4282376,2026-01-11T19:05:06.720757,CT01-Yard-A,D1,DOOR,MINOR,115.82,USD,EMP880,img_5458.jpg,Scratches,paper_form
INSP8753022,MSCU4282376,2026-01-12T01:43:18.915504,CT01-Yard-A,D2,SIDE,MINOR,474.46,USD,EMP102,img_4648.jpg,Scratches,tablet
INSP4086161,HLCU9381701,2026-01-07T03:03:00.000000,CT04-B-10-3,D2,FRAME,CRITICAL,252,USD,EMP945,img_9219.jpg,Hole found,paper_form
INSP8298706,HLCU9381701,2026-01-07T03:03:00.000000,CT04-B-10-3,H1,FLOOR,NO_DEFECT,398.39,USD,EMP145,img_4907.jpg,,paper_form
INSP6515331,HLCU9381701,2026-01-05T13:00:00.000000,CT01-Yard-A,BR,DOOR,MINOR,436.32,USD,EMP749,img_2286.jpg,Hole found,tablet
INSP6262934,HLCU9381701,2026-01-07T00:00:31.910468,CT02-C-20-4,D1,FLOOR,MINOR,354.61,USD,EMP260,img_2412.jpg,Bent frame,mobile_app
INSP2189927,HLCU9381701,2026-01-06T07:48:43.498068,CT03-A-01-1,BR,FLOOR,MINOR,373.62,USD,EMP523,img_8875.jpg,Hole found,tablet
INSP7061755,PONU9711542,2025-12-12T04:06:00.000000,CT02-Yard-B,SC,SIDE,MINOR,489.36,USD,EMP859,img_3170.jpg,,mobile_app
INSP3078590,PONU9711542,2025-12-15T10:55:00.000000,CT03-Depot,BR,SIDE,CRITICAL,342.53,USD,EMP946,img_1800.jpg,Hole found,paper_form
INSP6498376,PONU9711542,2025-12-12T23:48:42.167751,CT01-B-05-2,BR,SIDE,MINOR,274.56,USD,EMP124,img_4780.jpg,Hole found,tablet
INSP7540990,PONU9627582,2026-01-17T09:19:00.000000,CT04-Terminal,FL,FLOOR,NO_DEFECT,198.68,USD,EMP859,img_5059.jpg,,mobile_app
INSP4808282,PONU9627582,2026-01-17T09:19:00.000000,CT04-Terminal,D1,FRAME,MAJOR,81.8,USD,EMP818,img_4515.jpg,,tablet
INSP4857847,PONU9627582,2026-01-15T12:21:04.174083,CT03-Depot,SC,FLOOR,MAJOR,225.14,USD,EMP840,img_3242.jpg,,paper_form
INSP8777238,PONU8197682,2026-01-21T15:59:00.000000,CT02-Yard-B,D1,ROOF,MAJOR,93.62,USD,EMP197,img_4949.jpg,Scratches,mobile_app
INSP8056870,PONU8197682,2026-01-22T15:48:00.000000,CT03-Depot,D1,ROOF,MAJOR,337.28,USD,EMP261,img_5103.jpg,Scratches,paper_form
INSP7010720,MSCU7269281,2026-01-03T15:45:00.000000,CT02-Yard-B,BR,SIDE,MAJOR,54.6,USD,EMP972,img_6741.jpg,Bent frame,tablet
INSP7237994,MSCU7269281,2025-12-26T15:39:00.000000,CT01-Yard-A,BR,ROOF,NO_DEFECT,238.34,USD,EMP288,img_6233.jpg,,paper_form
INSP5563465,TCNU1649557,2026-01-16T10:50:00.000000,CT01-Yard-A,H1,DOOR,MAJOR,280.77,USD,EMP898,img_4050.jpg,Hole found,tablet
INSP3475898,TCNU1649557,2026-01-18T04:06:00.000000,CT02-Yard-B,FL,FLOOR,MAJOR,390.67,USD,EMP356,img_1380.jpg,Hole found,paper_form
INSP8289150,CXDU5781838,2026-01-11T21:56:00.000000,CT02-Yard-B,FL,ROOF,CRITICAL,172.09,USD,EMP223,img_3925.jpg,,paper_form
INSP1123537,CXDU5781838,2026-01-06T07:20:00.000000,CT04-Terminal,D1,FRAME,NO_DEFECT,231.41,USD,EMP274,img_9958.jpg,Hole found,tablet
INSP5208733,CXDU1442568,2025-12-25T11:28:00.000000,CT01-B-05-2,BR,FLOOR,CRITICAL,282.29,USD,EMP637,img_7187.jpg,Bent frame,mobile_app
INSP7596091,CXDU1442568,2026-01-13T01:43:00.000000,CT01-B-05-2,SC,SIDE,CRITICAL,209.66,USD,EMP681,img_3677.jpg,Scratches,tablet
INSP2790512,CXDU4053466,2026-01-20T16:08:00.000000,CT01-Yard-A,FL,FRAME,MAJOR,273.09,USD,EMP855,img_3481.jpg,Bent frame,paper_form
INSP7798526,CXDU4053466,2026-01-10T17:55:00.000000,CT01-B-05-2,BR,SIDE,MAJOR,219,USD,EMP633,img_2789.jpg,,tablet
INSP8826083,CXDU2325831,2026-01-08T19:15:00.000000,CT01-Yard-A,D2,SIDE,MAJOR,175.02,USD,EMP738,img_8419.jpg,,tablet
INSP3100542,MSCU3611380,2026-01-20T13:53:00.000000,CT01-Yard-A,D2,FLOOR,MAJOR,60.28,USD,EMP218,img_7024.jpg,Bent frame,mobile_app
INSP8380608,MSCU3611380,2026-01-13T12:51:00.000000,CT01-B-05-2,BR,FRAME,MINOR,323.83,USD,EMP185,img_9502.jpg,Scratches,tablet
INSP1068531,TCNU4863648,2026-01-20T17:25:00.000000,CT02-C-20-4,FL,DOOR,CRITICAL,221.3,USD,EMP262,img_9156.jpg,,paper_form
INSP5412295,TCNU4863648,2026-01-20T10:06:33.991291,CT04-B-10-3,BR,SIDE,NO_DEFECT,438.42,USD,EMP728,img_7101.jpg,Bent frame,mobile_app
INSP1044791,TCNU4863648,2026-01-20T11:16:52.777022,CT01-Yard-A,SC,DOOR,NO_DEFECT,336.44,USD,EMP387,img_8722.jpg,Bent frame,mobile_app
INSP3617882,PONU6744502,2025-12-15T18:53:59.265784,CT01-Yard-A,H1,FLOOR,CRITICAL,107.02,USD,EMP656,img_4419.jpg,Scratches,tablet
INSP3840697,PONU6744502,2025-12-21T21:49:00.000000,CT04-Terminal,D1,ROOF,MAJOR,60.27,USD,EMP449,img_2838.jpg,,mobile_app
INSP2129186,PONU6744502,2025-12-19T14:59:11.107078,CT04-Terminal,SC,FRAME,MINOR,178.2,USD,EMP327,img_8184.jpg,,paper_form
INSP9651324,TCNU8049282,2026-01-20T00:34:15.999542,CT03-A-01-1,FL,FLOOR,MAJOR,340.45,USD,EMP407,img_4757.jpg,Hole found,mobile_app
INSP8902629,TCNU8049282,2026-01-22T12:58:42.105018,CT04-Terminal,D2,ROOF,MAJOR,108.28,USD,EMP372,img_9817.jpg,,mobile_app
INSP6505948,TCNU8049282,2026-01-23T08:48:00.000000,CT01-A-12-1,D1,SIDE,MINOR,174.97,USD,EMP554,img_2112.jpg,,mobile_app
INSP4465344,HLCU5326461,2026-01-23T18:49:00.000000,CT01-Yard-A,SC,ROOF,MAJOR,474.14,USD,EMP886,img_2575.jpg,,tablet
INSP9614010,HLCU5326461,2026-01-18T10:48:00.000000,CT03-Depot,H1,FLOOR,MINOR,72.9,USD,EMP640,img_5209.jpg,Hole found,paper_form
INSP9752229,HLCU3695261,2026-01-20T16:31:00.000000,CT01-B-05-2,SC,SIDE,NO_DEFECT,205.41,USD,EMP845,img_4681.jpg,Scratches,tablet
INSP4909046,HLCU3695261,2026-01-20T16:31:00.000000,CT01-Yard-A,D2,FLOOR,MAJOR,432.43,USD,EMP281,img_8862.jpg,Hole found,mobile_app
INSP6546968,CXDU4414614,2025-12-29T18:32:00.000000,CT04-Terminal,FL,SIDE,NO_DEFECT,451.36,USD,EMP886,img_9333.jpg,Scratches,mobile_app
INSP3577810,CXDU4414614,2025-12-29T12:56:43.121529,CT02-Yard-B,H1,FLOOR,NO_DEFECT,149.18,USD,EMP851,img_9191.jpg,,mobile_app
INSP7109872,CXDU4414614,2025-12-29T18:32:00.000000,CT03-A-01-1,FL,ROOF,CRITICAL,433.92,USD,EMP475,img_3379.jpg,,mobile_app
INSP4807512,CXDU1592083,2026-01-18T12:05:00.000000,CT04-B-10-3,SC,DOOR,MINOR,230.76,USD,EMP109,img_3887.jpg,,tablet
INSP9563778,CXDU1592083,2026-01-10T14:17:00.000000,CT01-A-12-1,BR,SIDE,NO_DEFECT,289.85,USD,EMP364,img_6483.jpg,Bent frame,tablet
INSP2329449,CXDU1592083,2026-01-18T12:05:00.000000,CT04-B-10-3,H1,ROOF,MINOR,420.82,USD,EMP408,img_3073.jpg,,tablet
INSP2832479,MSCU7032532,2026-01-18T02:17:00.000000,CT01-B-05-2,H1,SIDE,CRITICAL,188.86,USD,EMP693,img_3774.jpg,,paper_form
INSP9865382,MSCU7032532,2026-01-16T13:03:00.000000,CT01-Yard-A,SC,ROOF,NO_DEFECT,233.75,USD,EMP220,img_7622.jpg,,mobile_app
INSP2030757,MSCU2946221,2026-01-03T21:20:00.000000,CT01-B-05-2,FL,ROOF,MAJOR,313.92,USD,EMP784,img_3948.jpg,,tablet
INSP9193931,MSCU2946221,2026-01-10T18:16:00.000000,CT01-B-05-2,FL,ROOF,MAJOR,338.94,USD,EMP403,img_5293.jpg,Hole found,tablet
INSP2528993,TCNU8107655,2026-01-14T22:12:00.000000,CT01-Yard-A,SC,SIDE,MAJOR,113.15,USD,EMP147,img_3247.jpg,Hole found,tablet
INSP7670031,TCNU8107655,2026-01-14T22:12:20.872752,CT03-Depot,D1,ROOF,CRITICAL,467.48,USD,EMP248,img_2731.jpg,,tablet
INSP2131679,TCNU8107655,2026-01-14T22:13:00.000000,CT03-Depot,H1,ROOF,MINOR,379.44,USD,EMP405,img_1552.jpg,Bent frame,tablet
INSP1090212,TCNU8846483,2026-01-16T22:36:00.000000,CT04-B-10-3,D2,FLOOR,NO_DEFECT,302.94,USD,EMP893,img_1354.jpg,,tablet
INSP4927262,TCNU8846483,2026-01-16T22:36:00.000000,CT01-Yard-A,BR,FLOOR,NO_DEFECT,154.71,USD,EMP233,img_2769.jpg,,tablet
INSP8632710,PONU1059481,2026-01-23T03:06:00.000000,CT02-C-20-4,D2,ROOF,MINOR,474.39,USD,EMP360,img_6846.jpg,Scratches,mobile_app
INSP7750727,PONU1059481,2026-01-23T03:06:00.000000,CT03-Depot,D1,FLOOR,NO_DEFECT,160.35,USD,EMP763,img_4090.jpg,,tablet
INSP4369351,PONU5438359,2026-01-04T19:02:00.000000,CT03-Depot,SC,SIDE,NO_DEFECT,,USD,EMP125,img_6395.jpg,,tablet
INSP6835231,PONU5438359,2026-01-04T05:23:59.657450,CT02-C-20-4,SC,FLOOR,MAJOR,268.32,USD,EMP923,img_2750.jpg,Scratches,paper_form
INSP5020732,PONU5438359,2026-01-03T18:25:20.158717,CT01-A-12-1,D1,DOOR,CRITICAL,491.76,USD,EMP243,img_9952.jpg,,tablet
INSP9455958,MSCU6020419,2026-01-21T17:16:00.000000,CT04-B-10-3,FL,FLOOR,CRITICAL,401.54,USD,EMP514,img_1246.jpg,,mobile_app
INSP5370238,MSCU6020419,2026-01-21T17:16:00.000000,CT03-A-01-1,H1,ROOF,CRITICAL,106.65,USD,EMP422,img_4737.jpg,,tablet
INSP7089882,MSCU6020419,2026-01-16T19:23:00.000000,CT01-Yard-A,SC,DOOR,CRITICAL,130.78,USD,EMP533,img_7130.jpg,Scratches,tablet
INSP9502861,MSCU6020419,2026-01-18T05:24:36.612190,CT03-Depot,D2,SIDE,NO_DEFECT,298.79,USD,EMP892,img_6140.jpg,Hole found,mobile_app
INSP1560151,MSCU6850784,2026-01-13T06:01:00.000000,CT04-Terminal,D2,FLOOR,MINOR,77.86,USD,EMP415,img_9411.jpg,,paper_form
INSP7669684,MSCU6850784,2026-01-13T06:01:00.000000,CT02-C-20-4,FL,FLOOR,MINOR,373.37,USD,EMP901,img_3936.jpg,Hole found,paper_form
INSP2491525,HLCU5586335,2026-01-23T20:06:00.000000,CT02-C-20-4,SC,ROOF,MAJOR,124.87,USD,EMP107,img_4040.jpg,,mobile_app
INSP3532566,HLCU5586335,2026-01-25T19:15:00.000000,CT04-B-10-3,SC,FRAME,MINOR,476.87,USD,EMP362,img_7274.jpg,,tablet
INSP3915278,HLCU5586335,2026-01-24T04:46:28.130563,CT01-B-05-2,D2,FLOOR,CRITICAL,123.13,USD,EMP942,img_1432.jpg,Bent frame,mobile_app
INSP1437674,TCNU6362095,2026-01-02T15:23:00.000000,CT01-A-12-1,SC,FLOOR,MAJOR,121.6,USD,EMP329,img_1709.jpg,,paper_form
INSP9283467,TCNU6362095,2026-01-02T15:23:00.000000,CT03-Depot,SC,FRAME,MAJOR,108,USD,EMP353,img_4680.jpg,Bent frame,tablet
INSP9684543,CXDU3643480,2026-01-20T12:58:00.000000,CT01-A-12-1,FL,FRAME,NO_DEFECT,143.79,USD,EMP115,img_4565.jpg,Scratches,tablet
INSP1530784,CXDU3643480,2026-01-22T12:58:00.000000,CT02-C-20-4,BR,SIDE,NO_DEFECT,285.76,USD,EMP149,img_4606.jpg,Hole found,tablet
INSP2893962,MSCU1696624,2026-01-04T12:35:41.545816,CT04-Terminal,FL,FLOOR,MAJOR,359.17,USD,EMP189,img_3510.jpg,Scratches,paper_form
INSP6247066,MSCU1696624,2026-01-07T14:10:00.000000,CT04-Terminal,FL,ROOF,CRITICAL,118.98,USD,EMP369,img_5061.jpg,Bent frame,paper_form
INSP1171414,MSCU1696624,2026-01-07T14:10:00.000000,CT04-B-10-3,FL,SIDE,NO_DEFECT,325.65,USD,EMP273,img_9055.jpg,Hole found,mobile_app
INSP8019039,TCNU4396865,2025-12-17T15:44:00.000000,CT01-Yard-A,BR,SIDE,NO_DEFECT,409.97,USD,EMP890,img_2629.jpg,,tablet
INSP3178577,TCNU4396865,2026-01-12T06:44:00.000000,CT04-B-10-3,H1,DOOR,MINOR,309.56,USD,EMP252,img_5512.jpg,,paper_form
INSP5264162,TCNU6102301,2026-01-24T04:34:00.000000,CT01-A-12-1,BR,DOOR,MINOR,174.84,USD,EMP194,img_8353.jpg,,paper_form
INSP8105490,TCNU6102301,2026-01-23T15:10:00.000000,CT01-Yard-A,SC,ROOF,CRITICAL,356.71,USD,EMP409,img_8215.jpg,Scratches,mobile_app
INSP1919904,TCNU6102301,2026-01-23T17:37:58.639455,CT01-A-12-1,BR,FRAME,NO_DEFECT,484.68,USD,EMP250,img_7838.jpg,Bent frame,paper_form
INSP4776523,PONU2966375,2025-12-30T16:43:00.000000,CT01-Yard-A,BR,FLOOR,CRITICAL,271.13,USD,EMP579,img_4178.jpg,,tablet
INSP1208042,PONU2966375,2026-01-09T15:25:00.000000,CT04-Terminal,D1,FRAME,MAJOR,268.35,USD,EMP212,img_6660.jpg,Hole found,paper_form
INSP4173819,CXDU6619553,2025-12-13T00:34:00.000000,CT04-Terminal,SC,SIDE,NO_DEFECT,476.77,USD,EMP298,img_6964.jpg,,tablet
INSP3144485,CXDU6619553,2026-01-01T21:58:00.000000,CT03-Depot,H1,SIDE,NO_DEFECT,468.54,USD,EMP368,img_8872.jpg,,paper_form
