"event_type","event_time","container_no_raw","type_raw","remark_raw","cost","currency","facility","source_file","source_row"
"CLEANING","2026-01-03T00:58:47.200000","HLCU3101010","WATER","","66.93","USD","CT01-A-12-1","cleaning_log_2024.csv","8357"
"CLEANING","2026-01-05T00:46:24.500000","HLCU3101010","WATER","","65.89","USD","CT02-Yard-B","cleaning_log_2024.csv","10605"
"CLEANING","2026-01-23T00:02:57.200000","HLCU6828648","STEAM","DIRTY FLOOR","31.53","USD","CT01-B-05-2","cleaning_log_2024.csv","14916"
"CLEANING","2026-01-23T12:51:00.000000","HLCU6828648","SWEEP","OIL STAIN","52.14","USD","CT01-A-12-1","cleaning_log_2024.csv","7303"
"CLEANING","2025-12-17T00:33:27.500000","MSCU6048250","SWEEP","OIL STAIN","48.52","USD","CT01-Yard-A","cleaning_log_2024.csv","14157"
"CLEANING","2025-12-18T00:22:06.400000","MSCU6048250","STEAM","","82.07","USD","CT03-A-01-1","cleaning_log_2024.csv","20927"
"CLEANING","2025-12-18T00:27:36.000000","MSCU6048250","CHEMICAL","","","USD","CT01-B-05-2","cleaning_log_2024.csv","7311"
"CLEANING","2026-01-04T00:32:30.300000","HLCU4216496","WATER","","-30.49","USD","CT01-A-12-1","cleaning_log_2024.csv","7312"
"CLEANING","2026-01-04T00:05:23.300000","HLCU4216496","CHEMICAL","","24.41","USD","CT03-A-01-1","cleaning_log_2024.csv","16787"
"CLEANING","2026-01-05T00:54:33.500000","HLCU4216496","WATER","","28.91","USD","CT04-B-10-3","cleaning_log_2024.csv","13582"
"CLEANING","2026-01-23T00:23:46.600000","HLCU9287397","CHEMICAL","OIL STAIN","119.9","USD","CT01-Yard-A","cleaning_log_2024.csv","7315"
"CLEANING","2026-01-23T00:44:32.700000","HLCU9287397","SWEEP","ODOR","90.7","USD","CT01-B-05-2","cleaning_log_2024.csv","9962"
"CLEANING","2026-01-22T17:56:00.000000","HLCU9287397","SWEEP","","36.75","USD","CT03-Depot","cleaning_log_2024.csv","18661"
"CLEANING","2025-12-21T00:55:05.400000","CXDU7338245","SWEEP","ODOR","43.77","USD","CT02-Yard-B","cleaning_log_2024.csv","8210"
"CLEANING","2025-12-24T00:20:06.400000","CXDU7338245","STEAM","","100.64","USD","CT01-A-12-1","cleaning_log_2024.csv","7316"
"CLEANING","2026-01-01T00:21:37.800000","PONU4675187","WATER","DIRTY FLOOR","38.38","USD","CT01-Yard-A","cleaning_log_2024.csv","7320"
"CLEANING","2026-01-02T00:25:21.900000","PONU4675187","CHEMICAL","DIRTY FLOOR","21.43","USD","CT01-B-05-2","cleaning_log_2024.csv","11755"
"CLEANING","2025-12-26T00:53:04.300000","CXDU8601557","SWEEP","","57.52","USD","CT01-B-05-2","cleaning_log_2024.csv","7322"
"CLEANING","2025-12-30T00:02:41.200000","CXDU8601557","SWEEP","DIRTY FLOOR","83.98","USD","CT03-Depot","cleaning_log_2024.csv","19470"
"CLEANING","2026-01-09T00:53:28.500000","TCNU3929611","WATER","","30.01","USD","CT03-Depot","cleaning_log_2024.csv","7323"
"CLEANING","2026-01-19T00:25:33.500000","CXDU8864352","STEAM","ODOR","109.91","USD","CT03-Depot","cleaning_log_2024.csv","7326"
"CLEANING","2026-01-21T00:26:28.900000","CXDU8864352","WATER","ODOR","23.12","USD","CT04-B-10-3","cleaning_log_2024.csv","19412"
"CLEANING","2026-01-21T00:12:57.600000","CXDU8864352","CHEMICAL","","115.11","USD","CT01-A-12-1","cleaning_log_2024.csv","18138"
"CLEANING","2026-01-03T00:10:39.200000","PONU7517293","WATER","","59.01","USD","CT03-A-01-1","cleaning_log_2024.csv","9584"
"CLEANING","2026-01-03T00:11:30.300000","PONU7517293","SWEEP","ODOR","116.74","USD","CT03-A-01-1","cleaning_log_2024.csv","7327"
"CLEANING","2026-01-02T00:53:17.500000","TCNU2664616","STEAM","","58.42","USD","CT01-B-05-2","cleaning_log_2024.csv","7331"
"CLEANING","2026-01-18T00:46:40.800000","CXDU9180021","STEAM","","71.08","USD","CT04-Terminal","cleaning_log_2024.csv","7332"
"CLEANING","2026-01-19T00:57:10.200000","CXDU9180021","STEAM","","67.24","USD","CT01-B-05-2","cleaning_log_2024.csv","12058"
"CLEANING","2026-01-22T00:12:04.300000","CXDU9180021","STEAM","","70.87","USD","CT02-Yard-B","cleaning_log_2024.csv","17172"
"CLEANING","2026-01-06T00:36:09.100000","PONU9989997","STEAM","ODOR","108.56","USD","CT03-A-01-1","cleaning_log_2024.csv","19862"
"CLEANING","2026-01-07T00:53:39.000000","PONU9989997","WATER","","63.34","USD","CT02-Yard-B","cleaning_log_2024.csv","7336"
"CLEANING","2026-01-18T00:07:15.400000","HLCU9276405","SWEEP","","52.31","USD","CT01-A-12-1","cleaning_log_2024.csv","7345"
"CLEANING","2026-01-18T00:41:52.100000","HLCU9276405","WATER","OIL STAIN","28.28","USD","CT02-Yard-B","cleaning_log_2024.csv","14882"
"CLEANING","2026-01-18T00:15:45.600000","HLCU9276405","WATER","OIL STAIN","22.51","USD","CT01-Yard-A","cleaning_log_2024.csv","21378"
"CLEANING","2026-01-05T00:03:20.900000","CXDU3872203","STEAM","OIL STAIN","76.14","USD","CT01-A-12-1","cleaning_log_2024.csv","17590"
"CLEANING","2026-01-05T00:11:12.800000","CXDU3872203","STEAM","ODOR","100.62","USD","CT03-Depot","cleaning_log_2024.csv","7353"
"CLEANING","2026-01-12T00:41:42.500000","HLCU6605526","SWEEP","","26.68","USD","CT04-B-10-3","cleaning_log_2024.csv","7355"
"CLEANING","2026-01-24T00:08:00.200000","TCNU7057542","STEAM","DIRTY FLOOR","88.78","USD","CT03-Depot","cleaning_log_2024.csv","7356"
"CLEANING","2026-01-23T18:16:00.000000","TCNU7057542","SWEEP","","56.18","USD","CT04-B-10-3","cleaning_log_2024.csv","8921"
"CLEANING","2026-01-02T00:17:02.900000","MSCU6798100","SWEEP","ODOR","69.67","USD","CT01-Yard-A","cleaning_log_2024.csv","7358"
"CLEANING","2026-01-21T00:41:51.800000","MSCU2498806","STEAM","DIRTY FLOOR","-80.1","USD","CT02-C-20-4","cleaning_log_2024.csv","7359"
"CLEANING","2026-01-21T00:18:31.700000","MSCU2498806","SWEEP","DIRTY FLOOR","117.4","USD","CT01-Yard-A","cleaning_log_2024.csv","12451"
"CLEANING","2025-12-23T00:29:45.200000","PONU6226655","WATER","DIRTY FLOOR","82.72","USD","CT04-Terminal","cleaning_log_2024.csv","7360"
"CLEANING","2026-01-10T00:44:32.500000","HLCU2226858","CHEMICAL","DIRTY FLOOR","44.24","USD","CT01-Yard-A","cleaning_log_2024.csv","9668"
"CLEANING","2026-01-10T00:28:48.400000","HLCU2226858","WATER","OIL STAIN","52.43","USD","CT02-C-20-4","cleaning_log_2024.csv","15219"
"CLEANING","2026-01-10T00:53:52.500000","HLCU2226858","SWEEP","DIRTY FLOOR","53.99","USD","CT03-Depot","cleaning_log_2024.csv","7361"
"CLEANING","2026-01-03T00:19:37.700000","MSCU4149063","SWEEP","DIRTY FLOOR","89.24","USD","CT01-A-12-1","cleaning_log_2024.csv","15760"
"CLEANING","2026-01-03T00:08:01.700000","MSCU4149063","SWEEP","OIL STAIN","-96.8","USD","CT01-Yard-A","cleaning_log_2024.csv","7362"
"CLEANING","2026-01-03T00:08:19.000000","MSCU4149063","STEAM","","108.57","USD","CT03-A-01-1","cleaning_log_2024.csv","11516"
"CLEANING","2026-01-16T00:08:49.000000","PONU8455816","STEAM","ODOR","32.83","USD","CT04-Terminal","cleaning_log_2024.csv","7365"
"CLEANING","2026-01-16T00:24:59.100000","PONU8455816","CHEMICAL","OIL STAIN","19.57","USD","CT02-Yard-B","cleaning_log_2024.csv","19957"
"CLEANING","2026-01-16T00:44:39.400000","PONU8455816","SWEEP","OIL STAIN","","USD","CT01-A-12-1","cleaning_log_2024.csv","20119"
"CLEANING","2026-01-14T00:23:35.000000","TCNU2600161","SWEEP","","64.89","USD","CT01-B-05-2","cleaning_log_2024.csv","15600"
"CLEANING","2026-01-17T00:10:49.100000","TCNU2600161","STEAM","","29.58","USD","CT01-A-12-1","cleaning_log_2024.csv","7372"
"CLEANING","2026-01-21T00:27:48.600000","CXDU6865749","WATER","OIL STAIN","74.02","USD","CT04-B-10-3","cleaning_log_2024.csv","7375"
"CLEANING","2026-01-22T00:57:58.800000","CXDU6865749","WATER","","111.99","USD","CT01-Yard-A","cleaning_log_2024.csv","22127"
"CLEANING","2026-01-22T00:36:08.000000","CXDU6865749","CHEMICAL","","106.61","USD","CT02-Yard-B","cleaning_log_2024.csv","11429"
"CLEANING","2026-01-07T00:32:29.400000","MSCU9647431","SWEEP","DIRTY FLOOR","92.57","USD","CT01-B-05-2","cleaning_log_2024.csv","7378"
"CLEANING","2026-01-16T00:25:03.600000","TCNU5405309","STEAM","","69.7","USD","CT03-Depot","cleaning_log_2024.csv","10730"
"CLEANING","2026-01-21T00:24:13.300000","TCNU5405309","CHEMICAL","ODOR","99.95","USD","CT04-Terminal","cleaning_log_2024.csv","7381"
"CLEANING","2025-12-26T00:54:56.600000","CXDU6263370","WATER","OIL STAIN","63.37","USD","CT01-B-05-2","cleaning_log_2024.csv","12336"
"CLEANING","2025-12-31T00:52:01.500000","CXDU6263370","SWEEP","","37.84","USD","CT03-Depot","cleaning_log_2024.csv","7382"
"CLEANING","2026-01-11T00:32:51.200000","TCNU5340647","SWEEP","OIL STAIN","116.63","USD","CT01-Yard-A","cleaning_log_2024.csv","7385"
"CLEANING","2026-01-12T00:31:31.600000","TCNU5340647","STEAM","","42.42","USD","CT03-A-01-1","cleaning_log_2024.csv","12168"
"CLEANING","2026-01-08T00:02:16.900000","HLCU4864512","SWEEP","","67.54","USD","CT02-Yard-B","cleaning_log_2024.csv","7386"
"CLEANING","2026-01-10T00:30:28.500000","HLCU4864512","SWEEP","ODOR","116.13","USD","CT01-Yard-A","cleaning_log_2024.csv","18745"
"CLEANING","2026-01-11T00:58:39.000000","HLCU4864512","WATER","DIRTY FLOOR","97.51","USD","CT03-A-01-1","cleaning_log_2024.csv","10956"
"CLEANING","2026-01-14T00:02:52.700000","CXDU8648392","WATER","DIRTY FLOOR","24.78","USD","CT02-C-20-4","cleaning_log_2024.csv","8031"
"CLEANING","2026-01-17T00:36:31.000000","CXDU8648392","SWEEP","","89.66","USD","CT01-B-05-2","cleaning_log_2024.csv","7388"
"CLEANING","2026-01-18T00:38:43.100000","HLCU4011072","STEAM","OIL STAIN","46.73","USD","CT02-C-20-4","cleaning_log_2024.csv","16661"
"CLEANING","2026-01-17T06:57:00.000000","HLCU4011072","SWEEP","","28.47","USD","CT01-A-12-1","cleaning_log_2024.csv","7391"
"CLEANING","2025-12-31T00:18:28.500000","MSCU8970307","WATER","OIL STAIN","43.41","USD","CT01-A-12-1","cleaning_log_2024.csv","7395"
"CLEANING","2026-01-10T00:19:16.500000","MSCU8970307","STEAM","DIRTY FLOOR","96.48","USD","CT02-Yard-B","cleaning_log_2024.csv","10092"
"CLEANING","2026-01-06T00:48:32.600000","CXDU2643721","STEAM","","116.73","USD","CT01-Yard-A","cleaning_log_2024.csv","22802"
"CLEANING","2026-01-13T00:20:15.400000","CXDU2643721","WATER","","78.89","USD","CT04-B-10-3","cleaning_log_2024.csv","7396"
"CLEANING","2026-01-02T00:32:04.700000","PONU1827394","STEAM","DIRTY FLOOR","23.7","USD","CT03-A-01-1","cleaning_log_2024.csv","13904"
"CLEANING","2026-01-12T00:01:51.400000","PONU1827394","STEAM","ODOR","103.12","USD","CT01-Yard-A","cleaning_log_2024.csv","7397"
"CLEANING","2026-01-08T00:29:14.100000","TCNU7188773","WATER","OIL STAIN","28.91","USD","CT01-Yard-A","cleaning_log_2024.csv","7398"
"CLEANING","2026-01-09T00:33:35.600000","TCNU7188773","WATER","","82","USD","CT04-Terminal","cleaning_log_2024.csv","18164"
"CLEANING","2026-01-09T00:18:12.600000","TCNU7188773","CHEMICAL","ODOR","44.49","USD","CT04-Terminal","cleaning_log_2024.csv","19692"
"CLEANING","2025-12-30T00:08:22.600000","PONU2036606","SWEEP","OIL STAIN","27.83","USD","CT03-Depot","cleaning_log_2024.csv","7812"
"CLEANING","2025-12-30T00:53:37.900000","PONU2036606","SWEEP","ODOR","73.85","USD","CT03-A-01-1","cleaning_log_2024.csv","7399"
"CLEANING","2025-12-30T00:58:35.100000","PONU2036606","SWEEP","","53.77","USD","CT02-Yard-B","cleaning_log_2024.csv","23397"
"CLEANING","2026-01-01T00:10:24.600000","PONU2036606","SWEEP","OIL STAIN","68.96","USD","CT02-Yard-B","cleaning_log_2024.csv","11886"
"CLEANING","2026-01-03T00:55:28.100000","HLCU9640661","SWEEP","ODOR","54.26","USD","CT04-Terminal","cleaning_log_2024.csv","21080"
"CLEANING","2026-01-03T00:39:41.800000","HLCU9640661","CHEMICAL","","45.32","USD","CT01-Yard-A","cleaning_log_2024.csv","7400"
"CLEANING","2026-01-12T00:06:19.400000","PONU7115598","SWEEP","","67.42","USD","CT02-Yard-B","cleaning_log_2024.csv","7401"
"CLEANING","2026-01-18T00:12:57.900000","CXDU4483354","CHEMICAL","","44.08","USD","CT04-Terminal","cleaning_log_2024.csv","7402"
"CLEANING","2026-01-18T00:10:11.300000","CXDU4483354","STEAM","OIL STAIN","63.1","USD","CT03-Depot","cleaning_log_2024.csv","19948"
"CLEANING","2026-01-19T00:57:46.300000","CXDU4483354","CHEMICAL","DIRTY FLOOR","89.26","USD","CT01-B-05-2","cleaning_log_2024.csv","22561"
"CLEANING","2025-12-30T00:09:43.400000","PONU5125378","SWEEP","DIRTY FLOOR","15.72","USD","CT03-Depot","cleaning_log_2024.csv","9815"
"CLEANING","2026-01-01T00:38:58.800000","PONU5125378","WATER","","35.13","USD","CT03-Depot","cleaning_log_2024.csv","16259"
"CLEANING","2026-01-11T00:51:33.800000","PONU5125378","CHEMICAL","","16.57","USD","CT01-Yard-A","cleaning_log_2024.csv","8993"
"CLEANING","2026-01-14T00:08:32.700000","PONU5125378","STEAM","","39.92","USD","CT01-A-12-1","cleaning_log_2024.csv","7403"
"CLEANING","2026-01-19T00:44:23.200000","PONU9421841","WATER","OIL STAIN","80.45","USD","CT03-A-01-1","cleaning_log_2024.csv","7409"
"CLEANING","2026-01-20T00:35:39.700000","PONU9421841","STEAM","OIL STAIN","86.58","USD","CT04-B-10-3","cleaning_log_2024.csv","22519"
"CLEANING","2026-01-20T00:38:40.200000","PONU9421841","WATER","OIL STAIN","119.72","USD","CT04-Terminal","cleaning_log_2024.csv","21890"
"CLEANING","2026-01-20T00:01:29.200000","PONU9421841","STEAM","DIRTY FLOOR","37.39","USD","CT01-Yard-A","cleaning_log_2024.csv","20392"
"CLEANING","2026-01-21T00:21:55.400000","PONU9421841","STEAM","","22.09","USD","CT01-A-12-1","cleaning_log_2024.csv","22808"
"CLEANING","2025-12-30T00:18:44.800000","TCNU7242917","WATER","","104.83","USD","CT02-Yard-B","cleaning_log_2024.csv","10663"
"CLEANING","2025-12-31T00:02:04.100000","TCNU7242917","WATER","","35.51","USD","CT03-A-01-1","cleaning_log_2024.csv","7415"
"CLEANING","2026-01-10T00:35:21.800000","MSCU2583253","WATER","","71.11","USD","CT01-B-05-2","cleaning_log_2024.csv","21095"
"CLEANING","2026-01-13T00:28:36.800000","MSCU2583253","STEAM","ODOR","79.73","USD","CT01-A-12-1","cleaning_log_2024.csv","7417"
"CLEANING","2026-01-22T00:45:10.200000","CXDU7347913","STEAM","ODOR","86.73","USD","CT01-Yard-A","cleaning_log_2024.csv","10097"
"CLEANING","2026-01-24T00:07:59.900000","CXDU7347913","CHEMICAL","","37.8","USD","CT01-Yard-A","cleaning_log_2024.csv","9931"
"CLEANING","2026-01-24T00:43:27.600000","CXDU7347913","WATER","","29.1","USD","CT01-B-05-2","cleaning_log_2024.csv","7422"
"CLEANING","2026-01-13T00:51:46.500000","PONU4349801","CHEMICAL","OIL STAIN","High","USD","CT04-Terminal","cleaning_log_2024.csv","7423"
"CLEANING","2026-01-14T00:17:21.800000","PONU4349801","STEAM","","","USD","CT01-B-05-2","cleaning_log_2024.csv","11093"
"CLEANING","2025-12-21T00:46:47.300000","TCNU2956459","WATER","DIRTY FLOOR","110.26","USD","CT01-A-12-1","cleaning_log_2024.csv","7425"
"CLEANING","2026-01-23T00:21:33.900000","MSCU1136395","SWEEP","OIL STAIN","50.25","USD","CT01-Yard-A","cleaning_log_2024.csv","7427"
"CLEANING","2026-01-24T00:38:50.300000","MSCU1136395","CHEMICAL","DIRTY FLOOR","23.08","USD","CT03-A-01-1","cleaning_log_2024.csv","11969"
"CLEANING","2026-01-02T00:24:19.400000","HLCU6239155","CHEMICAL","","84.39","USD","CT03-Depot","cleaning_log_2024.csv","7428"
"CLEANING","2026-01-02T00:02:18.500000","HLCU6239155","WATER","","55.34","USD","CT04-Terminal","cleaning_log_2024.csv","11753"
"CLEANING","2026-01-02T00:31:10.200000","HLCU6239155","CHEMICAL","","112.89","USD","CT01-B-05-2","cleaning_log_2024.csv","21662"
"CLEANING","2026-01-02T00:38:05.300000","HLCU6239155","STEAM","DIRTY FLOOR","106.08","USD","CT02-C-20-4","cleaning_log_2024.csv","16977"
"CLEANING","2026-01-03T00:49:06.100000","HLCU8524928","STEAM","","79.73","USD","CT03-Depot","cleaning_log_2024.csv","18917"
"CLEANING","2026-01-03T00:52:08.200000","HLCU8524928","SWEEP","","78.15","USD","CT04-B-10-3","cleaning_log_2024.csv","14284"
"CLEANING","2026-01-04T00:00:35.300000","HLCU8524928","STEAM","OIL STAIN","49.38","USD","CT01-A-12-1","cleaning_log_2024.csv","7429"
"CLEANING","2026-01-05T00:08:28.000000","CXDU1621275","CHEMICAL","","114.21","USD","CT03-Depot","cleaning_log_2024.csv","7431"
"CLEANING","2026-01-06T00:37:13.600000","CXDU1621275","SWEEP","","78.02","USD","CT03-A-01-1","cleaning_log_2024.csv","20983"
"CLEANING","2026-01-02T00:10:35.500000","CXDU9098439","WATER","","53.38","USD","CT02-Yard-B","cleaning_log_2024.csv","7432"
"CLEANING","2026-01-03T00:47:29.400000","CXDU9098439","STEAM","","110.06","USD","CT02-C-20-4","cleaning_log_2024.csv","13298"
"CLEANING","2026-01-18T00:22:45.100000","HLCU9881781","SWEEP","ODOR","71.39","USD","CT02-C-20-4","cleaning_log_2024.csv","11713"
"CLEANING","2026-01-18T00:46:44.200000","HLCU9881781","SWEEP","DIRTY FLOOR","29.69","USD","CT03-Depot","cleaning_log_2024.csv","7436"
"CLEANING","2026-01-12T00:43:50.900000","MSCU6905409","CHEMICAL","ODOR","87.02","USD","CT04-B-10-3","cleaning_log_2024.csv","7437"
"CLEANING","2026-01-12T00:20:48.500000","MSCU6905409","STEAM","","96.82","USD","CT04-B-10-3","cleaning_log_2024.csv","21478"
"CLEANING","2026-01-01T00:58:28.100000","PONU5431208","CHEMICAL","DIRTY FLOOR","108.85","USD","CT02-C-20-4","cleaning_log_2024.csv","7439"
"CLEANING","2026-01-01T00:58:09.600000","PONU5431208","SWEEP","","71.06","USD","CT02-C-20-4","cleaning_log_2024.csv","19530"
"CLEANING","2026-01-08T00:55:55.200000","CXDU8790905","SWEEP","","115","USD","CT03-A-01-1","cleaning_log_2024.csv","18922"
"CLEANING","2026-01-08T00:12:28.800000","CXDU8790905","SWEEP","","111.97","USD","CT01-Yard-A","cleaning_log_2024.csv","11670"
"CLEANING","2026-01-08T00:57:51.100000","CXDU8790905","SWEEP","ODOR","81.22","USD","CT01-B-05-2","cleaning_log_2024.csv","7440"
"CLEANING","2026-01-03T00:06:26.200000","CXDU6498678","WATER","OIL STAIN","62.76","USD","CT01-B-05-2","cleaning_log_2024.csv","7443"
"CLEANING","2025-12-26T00:33:32.700000","CXDU3644930","SWEEP","DIRTY FLOOR","86.31","USD","CT01-A-12-1","cleaning_log_2024.csv","7451"
"CLEANING","2026-01-13T00:35:59.900000","PONU4439696","STEAM","","36.4","USD","CT03-A-01-1","cleaning_log_2024.csv","7452"
"CLEANING","2026-01-14T00:10:43.600000","PONU4439696","SWEEP","ODOR","103.89","USD","CT04-Terminal","cleaning_log_2024.csv","16581"
"CLEANING","2026-01-14T00:59:48.700000","CXDU2546808","STEAM","OIL STAIN","49.63","USD","CT02-C-20-4","cleaning_log_2024.csv","13204"
"CLEANING","2026-01-13T07:46:32.416137","CXDU2546808","STEAM","DIRTY FLOOR","92.06","USD","CT01-Yard-A","cleaning_log_2024.csv","11694"
"CLEANING","2026-01-13T07:46:00.000000","CXDU2546808","WATER","DIRTY FLOOR","87.92","USD","CT03-Depot","cleaning_log_2024.csv","7453"
"CLEANING","2026-01-02T00:06:21.300000","CXDU1284009","SWEEP","ODOR","69.85","USD","CT01-A-12-1","cleaning_log_2024.csv","7458"
"CLEANING","2026-01-03T00:38:46.500000","CXDU1284009","WATER","DIRTY FLOOR","85.75","USD","CT02-C-20-4","cleaning_log_2024.csv","17852"
"CLEANING","2026-01-18T00:17:19.300000","MSCU6430893","CHEMICAL","OIL STAIN","49.47","USD","CT02-Yard-B","cleaning_log_2024.csv","7463"
"CLEANING","2026-01-10T00:40:19.000000","MSCU9793289","WATER","OIL STAIN","35.99","USD","CT03-Depot","cleaning_log_2024.csv","7469"
"CLEANING","2026-01-19T00:31:10.400000","MSCU9793289","SWEEP","ODOR","57.11","USD","CT01-Yard-A","cleaning_log_2024.csv","10990"
"CLEANING","2026-01-21T00:14:58.500000","HLCU9772644","CHEMICAL","","21.25","USD","CT01-B-05-2","cleaning_log_2024.csv","8196"
"CLEANING","2026-01-22T00:31:30.700000","HLCU9772644","STEAM","ODOR","118.23","USD","CT04-Terminal","cleaning_log_2024.csv","10718"
"CLEANING","2026-01-25T00:39:08.400000","HLCU9772644","STEAM","ODOR","49.73","USD","CT01-B-05-2","cleaning_log_2024.csv","13524"
"CLEANING","2026-01-25T00:07:55.900000","HLCU9772644","SWEEP","ODOR","78.79","USD","CT02-C-20-4","cleaning_log_2024.csv","7471"
"CLEANING","2026-01-08T00:34:05.400000","CXDU9071012","STEAM","DIRTY FLOOR","116.77","USD","CT03-A-01-1","cleaning_log_2024.csv","8035"
"CLEANING","2026-01-08T00:39:28.000000","CXDU9071012","STEAM","OIL STAIN","18.98","USD","CT02-Yard-B","cleaning_log_2024.csv","7472"
"CLEANING","2025-12-28T00:16:25.600000","HLCU5209836","STEAM","OIL STAIN","110.51","USD","CT01-Yard-A","cleaning_log_2024.csv","16189"
"CLEANING","2025-12-30T00:59:33.800000","HLCU5209836","WATER","DIRTY FLOOR","50.34","USD","CT01-B-05-2","cleaning_log_2024.csv","7476"
"CLEANING","2026-01-01T00:12:20.400000","HLCU5209836","CHEMICAL","OIL STAIN","67.08","USD","CT01-A-12-1","cleaning_log_2024.csv","16289"
"CLEANING","2026-01-07T00:45:53.300000","HLCU9545226","STEAM","DIRTY FLOOR","59.97","USD","CT04-Terminal","cleaning_log_2024.csv","18322"
"CLEANING","2026-01-07T00:40:10.200000","HLCU9545226","CHEMICAL","DIRTY FLOOR","111.84","USD","CT01-Yard-A","cleaning_log_2024.csv","20947"
"CLEANING","2026-01-07T00:00:04.900000","HLCU9545226","SWEEP","DIRTY FLOOR","66.44","USD","CT01-Yard-A","cleaning_log_2024.csv","7477"
"CLEANING","2026-01-21T00:39:05.500000","MSCU6475028","CHEMICAL","","49.39","USD","CT04-B-10-3","cleaning_log_2024.csv","7480"
"CLEANING","2026-01-12T00:12:51.700000","PONU9683605","STEAM","OIL STAIN","93.16","USD","CT03-A-01-1","cleaning_log_2024.csv","8642"
"CLEANING","2026-01-13T00:22:01.200000","PONU9683605","CHEMICAL","","94.13","USD","CT04-Terminal","cleaning_log_2024.csv","7482"
"CLEANING","2026-01-01T00:10:32.100000","HLCU3655046","SWEEP","OIL STAIN","119.57","USD","CT01-A-12-1","cleaning_log_2024.csv","7484"
"CLEANING","2026-01-13T00:23:55.600000","HLCU3655046","CHEMICAL","DIRTY FLOOR","68.93","USD","CT04-B-10-3","cleaning_log_2024.csv","8994"
"CLEANING","2026-01-21T00:53:38.900000","HLCU6723302","SWEEP","DIRTY FLOOR","16.82","USD","CT03-Depot","cleaning_log_2024.csv","7898"
"CLEANING","2026-01-21T00:52:51.100000","HLCU6723302","SWEEP","","55.38","USD","CT01-Yard-A","cleaning_log_2024.csv","10264"
"CLEANING","2026-01-21T00:15:52.100000","HLCU6723302","CHEMICAL","OIL STAIN","87.67","USD","CT01-Yard-A","cleaning_log_2024.csv","7487"
"CLEANING","2026-01-21T00:49:32.700000","HLCU6723302","WATER","ODOR","96.28","USD","CT02-Yard-B","cleaning_log_2024.csv","14642"
"CLEANING","2026-01-06T00:23:07.500000","MSCU4894774","CHEMICAL","OIL STAIN","106.53","USD","CT02-Yard-B","cleaning_log_2024.csv","10449"
"CLEANING","2026-01-07T00:01:38.500000","MSCU4894774","SWEEP","","30.21","USD","CT04-B-10-3","cleaning_log_2024.csv","7489"
"CLEANING","2026-01-05T00:31:20.200000","MSCU1239425","STEAM","","47.63","USD","CT02-Yard-B","cleaning_log_2024.csv","23273"
"CLEANING","2026-01-09T00:51:44.800000","MSCU1239425","WATER","","84.6","USD","CT01-Yard-A","cleaning_log_2024.csv","18307"
"CLEANING","2026-01-09T00:37:14.000000","MSCU1239425","STEAM","ODOR","","USD","CT04-Terminal","cleaning_log_2024.csv","7490"
"CLEANING","2026-01-12T00:01:39.100000","CXDU7287131","SWEEP","DIRTY FLOOR","80.77","USD","CT04-Terminal","cleaning_log_2024.csv","7491"
"CLEANING","2026-01-13T00:48:18.500000","CXDU7287131","CHEMICAL","DIRTY FLOOR","","USD","CT03-Depot","cleaning_log_2024.csv","9440"
"CLEANING","2026-01-13T00:15:18.000000","CXDU7287131","CHEMICAL","DIRTY FLOOR","60.15","USD","CT03-A-01-1","cleaning_log_2024.csv","9684"
"CLEANING","2026-01-12T00:38:06.800000","HLCU8620574","STEAM","ODOR","60.86","USD","CT01-A-12-1","cleaning_log_2024.csv","7494"
"CLEANING","2026-01-13T00:33:31.100000","HLCU8620574","CHEMICAL","ODOR","48.93","USD","CT01-A-12-1","cleaning_log_2024.csv","12200"
"CLEANING","2026-01-11T00:42:51.600000","MSCU3750883","SWEEP","DIRTY FLOOR","108.78","USD","CT04-B-10-3","cleaning_log_2024.csv","10774"
"CLEANING","2026-01-12T00:56:44.600000","MSCU3750883","SWEEP","OIL STAIN","84.67","USD","CT01-A-12-1","cleaning_log_2024.csv","7495"
"CLEANING","2026-01-16T00:57:47.400000","MSCU3750883","STEAM","DIRTY FLOOR","119.03","USD","CT04-Terminal","cleaning_log_2024.csv","21117"
"CLEANING","2026-01-02T00:44:07.100000","CXDU2787179","WATER","OIL STAIN","58.17","USD","CT02-C-20-4","cleaning_log_2024.csv","7497"
"CLEANING","2026-01-22T00:10:05.400000","HLCU4853226","WATER","ODOR","80.91","USD","CT03-A-01-1","cleaning_log_2024.csv","7498"
"CLEANING","2026-01-21T21:38:20.685379","HLCU4853226","CHEMICAL","DIRTY FLOOR","119.26","USD","CT01-B-05-2","cleaning_log_2024.csv","14021"
"CLEANING","2026-01-21T21:38:00.000000","HLCU4853226","SWEEP","OIL STAIN","60.63","USD","CT01-Yard-A","cleaning_log_2024.csv","21543"
"CLEANING","2026-01-10T00:40:38.700000","MSCU9319343","STEAM","ODOR","High","USD","CT03-A-01-1","cleaning_log_2024.csv","7499"
"CLEANING","2025-12-22T00:19:06.800000","CXDU1102456","WATER","DIRTY FLOOR","52.45","USD","CT03-Depot","cleaning_log_2024.csv","7502"
"CLEANING","2025-12-25T00:19:02.600000","CXDU1102456","WATER","OIL STAIN","56.74","USD","CT03-A-01-1","cleaning_log_2024.csv","22172"
