"event_type","event_time","container_no_raw","eir","seq","type_raw","opt","move","booking","truck","vessel","voyage","dest","grade","position","location","source_file","source_row"
"GATE_OUT","2026-01-14T17:53:00.000000","HLCU1278184","641347","20487","20GP","MSC","XT","BK279720","60C-1389","KOTA GAYA","9902N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","20487"
"GATE_IN","2026-01-14T17:59:00.000000","HLCU6844423","362049","18286","40HC","KMT","HR","BK301553","50H-9193","EVER GIVEN","3703N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","18286"
"GATE_OUT","2026-01-14T17:59:00.000000","CXDU7660675","836712","11533","20GP","MSC","XT","BK461181","51C-2664","MAERSK HANOI","4401N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","11533"
"GATE_IN","2026-01-14T18:04:00.000000","PONU8513634","195426","9898","40GP","ONE","HR","BK324371","60C-1389","SUNNY FREESIA","3101N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","9898"
"GATE_OUT","2026-01-14T18:05:00.000000","HLCU2582014","229204","9810","40GP","ONE","XR","BK430593","50H-9193","MAERSK HANOI","4803N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24613"
"GATE_IN","2026-01-14T18:05:00.000000","HLCU9108620","857888","8536","40HC","CMA","HR","BK445831","50H-9193","EVER GIVEN","2702N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","8536"
"GATE_IN","2026-01-14T18:06:00.000000","HLCU7223037","607552","19082","40GP","CMA","HR","BK300686","60C-1389","EVER GIVEN","5401N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","19082"
"GATE_OUT","2026-01-14T18:12:00.000000","PONU3998737","183956","11037","20GP","KMT","XT","BK420388","60C-1389","MSC ISABELLA","5701N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11037"
"GATE_IN","2026-01-14T18:15:00.000000","PONU5093171","574781","18880","40HC","ONE","HR","BK614561","60C-1389","MSC ISABELLA","2303N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","18880"
"GATE_IN","2026-01-14T18:15:00.000000","HLCU4817206","281638","21744","20GP","ONE","HR","BK261534","51C-2664","MAERSK HANOI","5001N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","21744"
"GATE_OUT","2026-01-14T18:16:00.000000","HLCU3574436","655374","7893","20GP","CMA","XR","BK562165","51C-2664","MSC ISABELLA","5003N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","7893"
"GATE_IN","2026-01-14T18:21:00.000000","PONU2651528","517576","14290","40GP","ONE","HR","BK979437","60C-1389","SUNNY FREESIA","1305N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","14290"
"GATE_OUT","2026-01-14T18:24:00.000000","HLCU4642756","736262","21985","40GP","ONE","XT","BK409148","51C-2664","MAERSK HANOI","3802N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","21985"
"GATE_IN","2026-01-14T18:25:00.000000","TCNU4916549","253102","14572","40GP","MSC","HR","BK938920","50H-9193","MSC ISABELLA","7605N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","14572"
"GATE_IN","2026-01-14T18:25:00.000000","MSCU2477789","122106","5122","40GP","CMA","HR","BK953118","51C-2664","SUNNY FREESIA","6605N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","5122"
"GATE_OUT","2026-01-14T18:31:00.000000","PONU3069134","840754","6035","20GP","MSC","XR","BK774328","60C-1389","SUNNY FREESIA","8403N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","6035"
"GATE_IN","2026-01-14T18:32:00.000000","TCNU3183616","253969","13054","40HC","ONE","HR","BK513982","60C-1389","MAERSK HANOI","1605N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","13054"
"GATE_OUT","2026-01-14T18:38:00.000000","HLCU6623333","688540","3957","40GP","ONE","XR","BK642746","60C-1389","KOTA GAYA","5203N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","3957"
"GATE_IN","2026-01-14T18:39:00.000000","HLCU2568558","103519","6020","40GP","ONE","HR","BK941235","60C-1389","SUNNY FREESIA","2804N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","6020"
"GATE_IN","2026-01-14T18:41:00.000000","PONU5640410","228219","11400","40GP","ONE","HR","BK635754","60C-1389","SUNNY FREESIA","5801N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","11400"
"GATE_OUT","2026-01-14T18:41:00.000000","CXDU6325772","676497","1593","20GP","MSC","XR","BK487376","51C-2664","MAERSK HANOI","9103N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1593"
"GATE_IN","2026-01-14T18:47:00.000000","HLCU8194258","543603","5870","40HC","MSC","HR","BK656324","60C-1389","EVER GIVEN","2102N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","5870"
"GATE_IN","2026-01-14T18:47:00.000000","PONU6207609","859423","21946","40GP","KMT","HR","BK840664","60C-1389","MSC ISABELLA","5904N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","21946"
"GATE_IN","2026-01-14T18:50:00.000000","TCNU9707228","977296","11294","40HC","CMA","HR","BK149201","50H-9193","EVER GIVEN","9701N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11294"
"GATE_OUT","2026-01-14T18:51:00.000000","MSCU7556806","186345","3416","40GP","ONE","XR","BK451499","50H-9193","SUNNY FREESIA","3904N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24690"
"GATE_OUT","2026-01-14T18:53:00.000000","CXDU8419338","352400","19387","40HC","KMT","XR","BK286304","51C-2664","EVER GIVEN","5003N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","19387"
"GATE_IN","2026-01-14T18:53:00.000000","MSCU8596510","222790","14730","40GP","KMT","HR","BK706676","60C-1389","SUNNY FREESIA","8804N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","14730"
"GATE_IN","2026-01-14T18:54:00.000000","CXDU6728613","487560","3744","20GP","CMA","HR","BK366229","50H-9193","MAERSK HANOI","5605N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","3744"
"GATE_IN","2026-01-14T18:54:00.000000","MSCU7455399","317869","9440","20GP","ONE","HR","BK172820","60C-1389","MAERSK HANOI","4505N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","9440"
"GATE_IN","2026-01-14T18:55:00.000000","TCNU3367822","329263","732","20GP","ONE","HR","BK290484","50H-9193","EVER GIVEN","2502N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","732"
"GATE_OUT","2026-01-14T18:59:00.000000","TCNU9378012","596116","14406","40GP","MSC","XR","BK452557","51C-2664","KOTA GAYA","9301N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","24599"
"GATE_OUT","2026-01-14T19:00:00.000000","MSCU5456268","645583","17274","40HC","CMA","XT","BK324191","50H-9193","MAERSK HANOI","4903N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24530"
"GATE_IN","2026-01-14T19:07:00.000000","TCNU5107384","629408","20446","20GP","ONE","HR","BK905062","60C-1389","SUNNY FREESIA","9505N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","20446"
"GATE_OUT","2026-01-14T19:07:00.000000","CXDU3376483","455303","9077","20GP","CMA","XR","BK296995","60C-1389","KOTA GAYA","6404N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","9077"
"GATE_OUT","2026-01-14T19:07:00.000000","MSCU3911817","178754","19375","40GP","KMT","XT","BK273634","60C-1389","SUNNY FREESIA","7104N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","19375"
"GATE_OUT","2026-01-14T19:12:00.000000","HLCU6709149","855615","2689","40HC","KMT","XR","BK789970","50H-9193","MAERSK HANOI","9901N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","2689"
"GATE_IN","2026-01-14T19:13:00.000000","TCNU3273252","378089","11292","40HC","MSC","HR","BK244906","50H-9193","EVER GIVEN","8205N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11292"
"GATE_OUT","2026-01-14T19:13:00.000000","HLCU2975190","199868","17352","40GP","MSC","XR","BK719897","51C-2664","KOTA GAYA","8702N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24575"
"GATE_IN","2026-01-14T19:14:00.000000","TCNU2745171","832672","2394","40GP","ONE","HR","BK381736","50H-9193","SUNNY FREESIA","7602N","VNHPH","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","2394"
"GATE_OUT","2026-01-14T19:22:00.000000","PONU3596483","280089","15169","40GP","KMT","XR","BK315244","50H-9193","SUNNY FREESIA","2001N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","15169"
"GATE_OUT","2026-01-14T19:25:00.000000","HLCU3602713","126691","22090","40HC","ONE","XT","BK856783","60C-1389","SUNNY FREESIA","4201N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24468"
"GATE_OUT","2026-01-14T19:25:00.000000","TCNU8246484","757629","414","40HC","CMA","XR","BK944165","51C-2664","SUNNY FREESIA","9301N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","23864"
"GATE_IN","2026-01-14T19:28:00.000000","CXDU1206902","288468","11302","20GP","KMT","HR","BK681552","60C-1389","MSC ISABELLA","7103N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","11302"
"GATE_IN","2026-01-14T19:30:00.000000","TCNU3171156","837973","18548","20GP","KMT","HR","BK476832","51C-2664","SUNNY FREESIA","2905N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","18548"
"GATE_OUT","2026-01-14T19:43:00.000000","HLCU2253229","229187","23007","40GP","MSC","XR","BK386902","51C-2664","KOTA GAYA","7101N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","23007"
"GATE_OUT","2026-01-14T19:43:00.000000","HLCU7924627","792287","2029","20GP","MSC","XR","BK884182","60C-1389","SUNNY FREESIA","3402N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","2029"
"GATE_IN","2026-01-14T19:44:00.000000","CXDU5696652","986311","7252","40HC","CMA","HR","BK846917","50H-9193","MSC ISABELLA","7205N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","7252"
"GATE_IN","2026-01-14T19:47:00.000000","MSCU6622297","523695","18566","40GP","ONE","HR","BK527796","51C-2664","EVER GIVEN","2903N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","18566"
"GATE_OUT","2026-01-14T19:49:00.000000","TCNU9648825","646973","17621","40HC","CMA","XT","BK465084","60C-1389","MAERSK HANOI","8404N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","17621"
"GATE_IN","2026-01-14T19:50:00.000000","PONU7658889","791296","12782","40GP","KMT","HR","BK407325","60C-1389","MAERSK HANOI","4802N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","12782"
"GATE_IN","2026-01-14T19:51:00.000000","PONU5226687","121772","12274","20GP","MSC","HR","BK259067","60C-1389","KOTA GAYA","2804N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","12274"
"GATE_IN","2026-01-14T19:53:00.000000","HLCU5951499","524254","7190","40GP","MSC","HR","BK877903","51C-2664","MSC ISABELLA","4705N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","7190"
"GATE_IN","2026-01-14T19:56:00.000000","HLCU7366931","413502","3612","40HC","MSC","HR","BK120831","51C-2664","EVER GIVEN","2703N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","3612"
"GATE_OUT","2026-01-14T20:02:00.000000","CXDU6156908","143039","19663","40GP","CMA","XR","BK485106","60C-1389","MSC ISABELLA","2201N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","19663"
"GATE_OUT","2026-01-14T20:02:00.000000","CXDU1054783","655600","8849","20GP","KMT","XT","BK890240","51C-2664","SUNNY FREESIA","7704N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","8849"
"GATE_OUT","2026-01-14T20:03:00.000000","CXDU8508912","278795","5544","40HC","MSC","XR","BK817586","51C-2664","EVER GIVEN","5304N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","24552"
"GATE_OUT","2026-01-14T20:03:00.000000","HLCU5503746","483859","21265","40HC","ONE","XR","BK975692","60C-1389","EVER GIVEN","2603N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","21265"
"GATE_OUT","2026-01-14T20:04:00.000000","CXDU1307203","921531","16983","40GP","MSC","XT","BK844753","50H-9193","KOTA GAYA","5205N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","16983"
"GATE_IN","2026-01-14T20:06:00.000000","HLCU3272694","628321","11714","20GP","MSC","HR","BK318208","51C-2664","MAERSK HANOI","4601N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11714"
"GATE_OUT","2026-01-14T20:09:00.000000","HLCU4163320","874320","14054","40HC","ONE","XR","BK264885","51C-2664","MSC ISABELLA","9104N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24659"
"GATE_OUT","2026-01-14T20:11:00.000000","HLCU9828358","960899","17734","40HC","CMA","XT","BK958214","50H-9193","SUNNY FREESIA","8405N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24434"
"GATE_IN","2026-01-14T20:13:00.000000","MSCU6552556","604261","4632","20GP","KMT","HR","BK420892","51C-2664","EVER GIVEN","6201N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","4632"
"GATE_IN","2026-01-14T20:13:00.000000","CXDU3471372","854603","19600","40GP","MSC","HR","BK164445","60C-1389","KOTA GAYA","4705N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","19600"
"GATE_IN","2026-01-14T20:14:00.000000","HLCU9259306","628785","9802","40GP","CMA","HR","BK713117","60C-1389","MSC ISABELLA","4002N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","9802"
"GATE_IN","2026-01-14T20:16:00.000000","PONU5230263","980460","8414","20GP","CMA","HR","BK479881","51C-2664","KOTA GAYA","7803N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","8414"
"GATE_IN","2026-01-14T20:16:00.000000","HLCU7215464","527718","8760","40GP","ONE","HR","BK356897","51C-2664","EVER GIVEN","3102N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","8760"
"GATE_OUT","2026-01-14T20:21:00.000000","MSCU7330766","604451","18417","40GP","MSC","XT","BK285889","50H-9193","SUNNY FREESIA","4202N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","18417"
"GATE_OUT","2026-01-14T20:21:00.000000","HLCU9655531","741180","10211","20GP","CMA","XT","BK387054","51C-2664","MSC ISABELLA","7301N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","10211"
"GATE_IN","2026-01-14T20:24:00.000000","TCNU6991546","744921","16300","20GP","MSC","HR","BK209664","50H-9193","SUNNY FREESIA","1205N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","16300"
"GATE_OUT","2026-01-14T20:25:00.000000","MSCU7963722","283537","12260","20GP","KMT","XR","BK933671","51C-2664","EVER GIVEN","8402N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24867"
"GATE_OUT","2026-01-14T20:26:00.000000","PONU3729678","274418","3334","40GP","CMA","XT","BK656731","51C-2664","MSC ISABELLA","5904N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24374"
"GATE_IN","2026-01-14T20:26:00.000000","CXDU3372145","464406","564","40HC","CMA","HR","BK906072","51C-2664","MAERSK HANOI","3104N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","564"
"GATE_OUT","2026-01-14T20:32:00.000000","MSCU6216344","809794","16274","40GP","ONE","XR","BK906151","50H-9193","MAERSK HANOI","9201N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","24878"
"GATE_IN","2026-01-14T20:37:00.000000","HLCU6769077","332283","4140","20GP","CMA","HR","BK424144","51C-2664","MSC ISABELLA","6003N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","4140"
"GATE_OUT","2026-01-14T20:40:00.000000","MSCU5091470","833534","2619","40GP","CMA","XR","BK653528","60C-1389","MAERSK HANOI","7701N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2619"
"GATE_IN","2026-01-14T20:42:00.000000","HLCU2479021","676029","7226","40GP","CMA","HR","BK177580","60C-1389","KOTA GAYA","2902N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","7226"
"GATE_IN","2026-01-14T20:42:00.000000","HLCU4766155","369800","17042","20GP","CMA","HR","BK144773","60C-1389","KOTA GAYA","5003N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","17042"
"GATE_IN","2026-01-14T20:46:00.000000","MSCU2326472","211121","5044","40HC","ONE","HR","BK938203","60C-1389","EVER GIVEN","3105N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","5044"
"GATE_OUT","2026-01-14T20:48:00.000000","MSCU7277074","653058","5265","20GP","KMT","XR","BK984431","60C-1389","KOTA GAYA","8304N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","5265"
"GATE_OUT","2026-01-14T20:50:00.000000","TCNU1979239","697813","22077","20GP","ONE","XR","BK441955","60C-1389","MSC ISABELLA","7504N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","22077"
"GATE_IN","2026-01-14T20:53:00.000000","CXDU7530003","963224","10020","40HC","KMT","HR","BK594382","51C-2664","KOTA GAYA","9203N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","10020"
"GATE_IN","2026-01-14T20:54:00.000000","CXDU3713303","769762","18066","20GP","MSC","HR","BK515445","51C-2664","SUNNY FREESIA","3204N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","18066"
"GATE_IN","2026-01-14T20:57:00.000000","CXDU3802674","449372","11700","40HC","ONE","HR","BK145745","50H-9193","MSC ISABELLA","6702N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","11700"
"GATE_OUT","2026-01-14T20:58:00.000000","HLCU8204285","894268","12616","40HC","ONE","XR","BK519531","60C-1389","MSC ISABELLA","8101N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","24873"
"GATE_OUT","2026-01-14T21:02:00.000000","CXDU2578786","211291","9706","40HC","ONE","XR","BK409789","60C-1389","KOTA GAYA","5003N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","24709"
"GATE_IN","2026-01-14T21:02:00.000000","HLCU9573073","628257","2592","40HC","KMT","HR","BK960569","50H-9193","MSC ISABELLA","3501N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","2592"
"GATE_OUT","2026-01-14T21:03:00.000000","TCNU1144929","234716","19243","20GP","MSC","XR","BK355421","50H-9193","MAERSK HANOI","7303N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","19243"
"GATE_IN","2026-01-14T21:03:00.000000","CXDU8776084","454739","8736","20GP","KMT","HR","BK946919","51C-2664","SUNNY FREESIA","1002N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","8736"
"GATE_IN","2026-01-14T21:03:00.000000","HLCU8106891","157599","17350","20GP","KMT","HR","BK202107","50H-9193","KOTA GAYA","8601N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","17350"
"GATE_OUT","2026-01-14T21:04:00.000000","CXDU7623704","591860","22473","20GP","MSC","XR","BK961723","50H-9193","KOTA GAYA","1505N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","22473"
"GATE_IN","2026-01-14T21:07:00.000000","HLCU7142269","588725","13144","20GP","CMA","HR","BK246376","50H-9193","EVER GIVEN","8502N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","13144"
"GATE_OUT","2026-01-14T21:08:00.000000","CXDU5855845","482138","15489","40GP","ONE","XT","BK714264","51C-2664","KOTA GAYA","7903N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","15489"
"GATE_IN","2026-01-14T21:15:00.000000","PONU9796924","140093","17334","40HC","MSC","HR","BK529649","50H-9193","SUNNY FREESIA","5403N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","17334"
"GATE_OUT","2026-01-14T21:16:00.000000","HLCU1808657","664032","17562","20GP","ONE","XR","BK642919","50H-9193","KOTA GAYA","9205N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24870"
"GATE_IN","2026-01-14T21:18:00.000000","MSCU5273990","541073","18852","40GP","ONE","HR","BK641967","60C-1389","MAERSK HANOI","6603N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","18852"
"GATE_OUT","2026-01-14T21:20:00.000000","CXDU5717956","156415","11516","20GP","KMT","XT","BK388849","51C-2664","EVER GIVEN","3801N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24654"
"GATE_OUT","2026-01-14T21:24:00.000000","TCNU8115879","685439","22929","40HC","ONE","XT","BK997799","50H-9193","MSC ISABELLA","2501N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","22929"
"GATE_OUT","2026-01-14T21:25:00.000000","CXDU5235721","207262","15633","20GP","ONE","XT","BK662502","50H-9193","MSC ISABELLA","5702N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","15633"
"GATE_OUT","2026-01-14T21:25:00.000000","CXDU5755633","173025","1111","40HC","CMA","XR","BK701236","51C-2664","MAERSK HANOI","5902N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","1111"
"GATE_OUT","2026-01-14T21:27:00.000000","CXDU1985911","616979","9229","40HC","MSC","XR","BK784745","50H-9193","EVER GIVEN","9504N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","9229"
"GATE_OUT","2026-01-14T21:28:00.000000","PONU7427080","316426","6333","40HC","KMT","XR","BK173653","50H-9193","MAERSK HANOI","1203N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","6333"
"GATE_IN","2026-01-14T21:30:00.000000","MSCU4773962","934301","12484","40GP","MSC","HR","BK153575","60C-1389","SUNNY FREESIA","5803N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","12484"
"GATE_IN","2026-01-14T21:31:00.000000","TCNU5745070","530850","5516","20GP","KMT","HR","BK836729","51C-2664","MAERSK HANOI","8603N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","5516"
"GATE_OUT","2026-01-14T21:31:00.000000","CXDU5153846","954569","14137","40HC","KMT","XT","BK645151","50H-9193","MSC ISABELLA","7002N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","14137"
"GATE_IN","2026-01-14T21:32:00.000000","TCNU2745746","884382","5514","40GP","CMA","HR","BK364693","51C-2664","MAERSK HANOI","9303N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","5514"
"GATE_OUT","2026-01-14T21:33:00.000000","MSCU7996601","902046","14911","40GP","KMT","XR","BK428179","51C-2664","MSC ISABELLA","2003N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","14911"
"GATE_OUT","2026-01-14T21:46:00.000000","PONU6677680","745214","21183","20GP","CMA","XT","BK572340","50H-9193","MAERSK HANOI","3504N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","21183"
"GATE_OUT","2026-01-14T21:51:00.000000","HLCU5234928","743708","21551","40GP","CMA","XR","BK733246","51C-2664","MSC ISABELLA","2003N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","21551"
"GATE_IN","2026-01-14T21:54:00.000000","TCNU9880113","811090","17268","20GP","MSC","HR","BK700926","60C-1389","MAERSK HANOI","1701N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","17268"
"GATE_IN","2026-01-14T21:58:00.000000","CXDU9157376","438969","15874","20GP","KMT","HR","BK389351","50H-9193","MSC ISABELLA","5802N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","15874"
"GATE_IN","2026-01-14T22:02:00.000000","HLCU1350444","419611","14846","40GP","ONE","HR","BK862051","50H-9193","KOTA GAYA","1803N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","14846"
"GATE_IN","2026-01-14T22:04:00.000000","HLCU7588773","956706","9840","20GP","CMA","HR","BK783392","50H-9193","SUNNY FREESIA","9301N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","9840"
"GATE_OUT","2026-01-14T22:06:00.000000","PONU6887356","758033","2413","40GP","KMT","XR","BK393875","60C-1389","SUNNY FREESIA","1301N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","2413"
"GATE_IN","2026-01-14T22:09:00.000000","CXDU9587394","642820","3140","20GP","MSC","HR","BK445520","51C-2664","MAERSK HANOI","3702N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","3140"
"GATE_IN","2026-01-14T22:12:00.000000","TCNU8107655","881678","13158","20GP","ONE","HR","BK901067","60C-1389","MAERSK HANOI","6502N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","13158"
"GATE_IN","2026-01-14T22:12:00.000000","PONU5192836","508339","1220","40HC","KMT","HR","BK589255","60C-1389","MAERSK HANOI","4704N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","1220"
"GATE_OUT","2026-01-14T22:13:00.000000","HLCU1923733","620870","6543","20GP","MSC","XR","BK230109","51C-2664","MSC ISABELLA","1803N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","6543"
"GATE_IN","2026-01-14T22:15:00.000000","MSCU1277984","614748","2366","40HC","CMA","HR","BK812024","51C-2664","MAERSK HANOI","3402N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","2366"
"GATE_OUT","2026-01-14T22:15:00.000000","TCNU2211021","790234","16629","20GP","KMT","XT","BK556818","51C-2664","MAERSK HANOI","2602N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","16629"
"GATE_IN","2026-01-14T22:15:00.000000","CXDU9529329","583108","14130","40GP","ONE","HR","BK321230","60C-1389","MSC ISABELLA","6601N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","14130"
"GATE_OUT","2026-01-14T22:17:00.000000","MSCU8565839","346269","12676","40HC","KMT","XR","BK518739","51C-2664","KOTA GAYA","1401N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24888"
"GATE_IN","2026-01-14T22:19:00.000000","TCNU8156799","599833","22740","40HC","ONE","HR","BK933129","50H-9193","MSC ISABELLA","6805N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","22740"
