"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK553224","TCNU4719612","MAERSK","SUNNY FREESIA","5805N","VNSGN","VNHPH","2026-01-19 14:18:17","2026-02-02 14:18:17","SE3","CANCELLED","2","2025-12-21 14:18:17",""
"BK431671","PONU3907779","CMA CGM","MAERSK HANOI","4303N","VNSGN","SGSIN","2026-01-16 23:32:11","2026-01-21 23:32:11","SE3","BOOKED","1","2025-12-19 23:32:11",""
"BK337459","PONU7749120","COSCO","KOTA GAYA","8104N","VNSGN","CNSHA","2026-01-18 16:32:58","2026-01-31 16:32:58","FE2","LOADED","1","2026-01-01 16:32:58",""
"BK862086","PONU6385047","MAERSK","EVER GIVEN","7001N","VNSGN","VNHPH","2026-01-25 15:29:15","2026-01-30 15:29:15","SE3","BOOKED","1","2026-01-17 15:29:15",""
"BK778887","CXDU8092335","COSCO","KOTA GAYA","1004N","VNSGN","VNHPH","2026-01-17 16:32:24","2026-02-13 16:32:24","SE3","CANCELLED","4","2025-12-30 16:32:24",""
"BK329199","MSCU8800666","MAERSK","SUNNY FREESIA","9405N","VNSGN","CNSHA","2025-12-05 09:22:37","2025-12-20 09:22:37","SE3","LOADED","4","2025-11-12 09:22:37",""
"BK157323","TCNU6048777","COSCO","KOTA GAYA","1101N","VNSGN","CNSHA","2026-01-22 11:55:10","2026-02-12 11:55:10","SE3","BOOKED","3","2026-01-11 11:55:10",""
"BK401772","MSCU2510815","ONE","KOTA GAYA","1305N","VNSGN","USLAX","2026-01-17 08:15:14","2026-02-07 08:15:14","FE2","LOADED","5","2026-01-04 08:15:14",""
"BK437321","PONU4383655","MAERSK","KOTA GAYA","4904N","VNSGN","VNHPH","2026-01-20 11:54:02","2026-02-05 11:54:02","FE2","CANCELLED","5","2025-12-24 11:54:02",""
"BK761788","HLCU6013418","CMA CGM","SUNNY FREESIA","8402N","VNSGN","USLAX","2026-01-14 10:42:59","2026-01-22 10:42:59","TP1","CANCELLED","4","2025-12-28 10:42:59",""
"BK135586","TCNU8035197","MSC","EVER GIVEN","8502N","VNSGN","CNSHA","2026-01-23 15:14:09","2026-02-08 15:14:09","TP1","LOADED","4","2025-12-30 15:14:09",""
"BK861420","MSCU1287940","ONE","MSC ISABELLA","4605N","VNSGN","USLAX","2026-01-19 11:40:00","2026-01-24 11:40:00","FE2","CANCELLED","1","2025-12-24 11:40:00",""
"BK635154","PONU9982296","ONE","MAERSK HANOI","5004N","VNSGN","VNHPH","2026-01-19 02:54:25","2026-02-15 02:54:25","SE3","BOOKED","5","2025-12-30 02:54:25",""
"BK836553","PONU1005177","CMA CGM","MAERSK HANOI","6601N","VNSGN","VNHPH","2025-12-23 12:13:29","2026-01-05 12:13:29","SE3","CANCELLED","5","2025-12-06 12:13:29",""
"BK660943","HLCU8878535","MAERSK","MSC ISABELLA","5501N","VNSGN","USLAX","2026-01-24 13:38:08","2026-02-05 13:38:08","FE2","BOOKED","3","2026-01-11 13:38:08",""
"BK548878","PONU4302918","CMA CGM","MSC ISABELLA","3005N","VNSGN","USLAX","2025-12-17 10:10:01","2025-12-23 10:10:01","TP1","LOADED","4","2025-12-05 10:10:01",""
"BK997838","MSCU8397610","ONE","MAERSK HANOI","1803N","VNSGN","VNHPH","2026-01-20 11:27:27","2026-02-04 11:27:27","FE2","BOOKED","1","2025-12-22 11:27:27",""
"BK809798","TCNU6686157","MSC","KOTA GAYA","5104N","VNSGN","SGSIN","2026-01-18 07:20:25","2026-01-30 07:20:25","SE3","BOOKED","5","2025-12-22 07:20:25",""
"BK372758","MSCU3001955","COSCO","SUNNY FREESIA","5603N","VNSGN","SGSIN","2026-01-12 11:55:15","2026-01-31 11:55:15","TP1","BOOKED","4","2025-12-17 11:55:15",""
"BK422858","CXDU6214991","MAERSK","KOTA GAYA","6004N","VNSGN","SGSIN","2026-01-15 16:47:56","2026-01-31 16:47:56","SE3","BOOKED","4","2026-01-03 16:47:56",""
"BK755729","TCNU1575758","CMA CGM","SUNNY FREESIA","2602N","VNSGN","USLAX","2026-01-19 15:52:51","2026-02-07 15:52:51","SE3","LOADED","5","2026-01-12 15:52:51",""
"BK475233","PONU3852713","COSCO","EVER GIVEN","1204N","VNSGN","CNSHA","2026-01-20 02:47:57","2026-02-11 02:47:57","TP1","LOADED","3","2025-12-26 02:47:57",""
"BK375628","PONU7628523","COSCO","MSC ISABELLA","4003N","VNSGN","VNHPH","2026-01-22 16:54:46","2026-02-06 16:54:46","SE3","BOOKED","3","2026-01-07 16:54:46",""
"BK846177","TCNU8530487","MSC","SUNNY FREESIA","9903N","VNSGN","USLAX","2026-01-15 17:51:33","2026-01-24 17:51:33","FE2","BOOKED","1","2025-12-20 17:51:33",""
"BK867040","CXDU6532928","ONE","MSC ISABELLA","3102N","VNSGN","VNHPH","2026-01-15 13:44:11","2026-01-22 13:44:11","SE3","BOOKED","2","2026-01-03 13:44:11",""
"BK733923","HLCU3995189","COSCO","MSC ISABELLA","6204N","VNSGN","USLAX","2025-12-04 20:00:25","2025-12-10 20:00:25","FE2","CANCELLED","3","2025-11-10 20:00:25",""
"BK215841","TCNU6211657","ONE","KOTA GAYA","8201N","VNSGN","VNHPH","2026-01-15 12:19:50","2026-02-06 12:19:50","SE3","LOADED","3","2025-12-30 12:19:50",""
"BK189304","HLCU3614395","MAERSK","KOTA GAYA","6205N","VNSGN","VNHPH","2026-01-12 16:48:05","2026-02-11 16:48:05","SE3","CANCELLED","1","2025-12-18 16:48:05",""
"BK265357","CXDU6400519","ONE","EVER GIVEN","9004N","VNSGN","CNSHA","2026-01-15 13:19:45","2026-01-22 13:19:45","TP1","BOOKED","3","2026-01-07 13:19:45",""
"BK749494","CXDU4401946","MSC","MAERSK HANOI","5701N","VNSGN","VNHPH","2025-12-31 15:13:23","2026-01-14 15:13:23","SE3","BOOKED","2","2025-12-16 15:13:23",""
"BK869056","CXDU8828676","MAERSK","KOTA GAYA","8905N","VNSGN","CNSHA","2026-01-16 07:49:19","2026-01-24 07:49:19","FE2","CANCELLED","5","2025-12-22 07:49:19",""
"BK454641","PONU6979106","ONE","MSC ISABELLA","3504N","VNSGN","VNHPH","2025-11-27 13:18:11","2025-12-08 13:18:11","FE2","CANCELLED","5","2025-11-20 13:18:11",""
"BK214125","PONU2077280","CMA CGM","SUNNY FREESIA","2803N","VNSGN","USLAX","2026-01-17 14:58:52","2026-02-13 14:58:52","SE3","LOADED","5","2026-01-01 14:58:52",""
"BK842906","MSCU3721660","MSC","MSC ISABELLA","2703N","VNSGN","VNHPH","2026-01-15 11:29:27","2026-01-29 11:29:27","TP1","BOOKED","2","2025-12-30 11:29:27",""
"BK320477","TCNU3278633","MAERSK","MAERSK HANOI","9404N","VNSGN","USLAX","2026-01-05 16:52:35","2026-01-30 16:52:35","FE2","BOOKED","3","2025-12-25 16:52:35",""
"BK358270","HLCU6130044","MAERSK","SUNNY FREESIA","3704N","VNSGN","VNHPH","2026-01-19 09:27:26","2026-02-09 09:27:26","SE3","BOOKED","5","2026-01-09 09:27:26",""
"BK325597","CXDU4769211","COSCO","MAERSK HANOI","6804N","VNSGN","VNHPH","2026-01-24 16:02:31","2026-02-13 16:02:31","TP1","LOADED","4","2025-12-31 16:02:31",""
"BK621319","MSCU8127377","MAERSK","KOTA GAYA","4501N","VNSGN","SGSIN","2026-01-17 03:43:50","2026-01-24 03:43:50","FE2","LOADED","5","2025-12-29 03:43:50",""
"BK929012","CXDU6204091","CMA CGM","SUNNY FREESIA","5505N","VNSGN","VNHPH","2026-01-18 14:13:03","2026-02-14 14:13:03","SE3","BOOKED","1","2025-12-26 14:13:03",""
"BK577154","MSCU1374633","CMA CGM","MSC ISABELLA","4405N","VNSGN","VNHPH","2026-01-03 14:14:59","2026-01-13 14:14:59","SE3","BOOKED","5","2025-12-19 14:14:59",""
"BK883198","PONU1111537","CMA CGM","SUNNY FREESIA","2605N","VNSGN","SGSIN","2025-12-02 08:10:13","2025-12-15 08:10:13","SE3","CANCELLED","1","2025-11-11 08:10:13",""
"BK641189","TCNU5566157","MAERSK","MAERSK HANOI","4402N","VNSGN","VNHPH","2026-01-15 11:58:28","2026-01-29 11:58:28","TP1","LOADED","4","2025-12-18 11:58:28",""
"BK714370","MSCU5424295","CMA CGM","KOTA GAYA","5404N","VNSGN","SGSIN","2026-01-13 17:31:11","2026-01-26 17:31:11","TP1","CANCELLED","3","2025-12-29 17:31:11",""
"BK620989","TCNU3440806","CMA CGM","SUNNY FREESIA","7902N","VNSGN","SGSIN","2026-01-23 08:16:38","2026-02-19 08:16:38","SE3","CANCELLED","5","2026-01-15 08:16:38",""
"BK176564","CXDU8256302","CMA CGM","KOTA GAYA","2802N","VNSGN","USLAX","2025-12-07 08:41:56","2025-12-14 08:41:56","TP1","BOOKED","4","2025-11-18 08:41:56",""
"BK577145","TCNU6162788","ONE","EVER GIVEN","8802N","VNSGN","SGSIN","2026-01-23 09:30:20","2026-02-03 09:30:20","SE3","LOADED","1","2025-12-27 09:30:20",""
"BK287579","TCNU6586349","COSCO","MSC ISABELLA","4702N","VNSGN","USLAX","2026-01-19 08:42:34","2026-02-18 08:42:34","FE2","BOOKED","5","2025-12-31 08:42:34",""
"BK882002","CXDU2682195","ONE","MAERSK HANOI","6204N","VNSGN","SGSIN","2026-01-17 09:11:18","2026-01-31 09:11:18","FE2","CANCELLED","4","2025-12-20 09:11:18",""
"BK201332","TCNU8237368","MSC","KOTA GAYA","2001N","VNSGN","VNHPH","2026-01-17 12:43:43","2026-01-28 12:43:43","FE2","BOOKED","1","2025-12-20 12:43:43",""
"BK150150","CXDU5770184","MSC","SUNNY FREESIA","3102N","VNSGN","SGSIN","2025-12-23 15:15:06","2026-01-02 15:15:06","SE3","BOOKED","3","2025-12-06 15:15:06",""
"BK830002","HLCU9643429","COSCO","KOTA GAYA","8502N","VNSGN","VNHPH","2026-01-18 16:37:28","2026-02-07 16:37:28","TP1","BOOKED","3","2026-01-01 16:37:28",""
"BK708741","MSCU3610760","COSCO","EVER GIVEN","8004N","VNSGN","SGSIN","2025-12-15 12:30:31","2026-01-07 12:30:31","TP1","CANCELLED","4","2025-11-16 12:30:31",""
"BK768105","MSCU5144025","COSCO","EVER GIVEN","1204N","VNSGN","VNHPH","2026-01-18 12:10:26","2026-02-13 12:10:26","FE2","CANCELLED","4","2026-01-11 12:10:26",""
"BK124661","TCNU8342016","MAERSK","MAERSK HANOI","5304N","VNSGN","SGSIN","2025-12-19 13:14:40","2026-01-12 13:14:40","SE3","BOOKED","4","2025-11-23 13:14:40",""
"BK525656","HLCU8925848","MSC","SUNNY FREESIA","6703N","VNSGN","SGSIN","2026-01-22 09:04:45","2026-02-11 09:04:45","FE2","BOOKED","5","2026-01-15 09:04:45",""
"BK550048","HLCU1944138","MSC","MAERSK HANOI","9405N","VNSGN","VNHPH","2026-01-15 09:54:03","2026-02-13 09:54:03","SE3","CANCELLED","1","2025-12-17 09:54:03",""
"BK531403","TCNU8962423","MSC","SUNNY FREESIA","5505N","VNSGN","CNSHA","2025-12-09 11:40:52","2025-12-20 11:40:52","TP1","CANCELLED","2","2025-11-26 11:40:52",""
"BK417347","HLCU3929758","MSC","KOTA GAYA","5601N","VNSGN","USLAX","2026-01-25 10:49:45","2026-02-07 10:49:45","TP1","BOOKED","2","2026-01-01 10:49:45",""
"BK689143","MSCU6725335","CMA CGM","EVER GIVEN","1705N","VNSGN","CNSHA","2026-01-10 19:29:45","2026-01-30 19:29:45","FE2","BOOKED","3","2025-12-15 19:29:45",""
"BK822336","HLCU6873382","COSCO","EVER GIVEN","4502N","VNSGN","VNHPH","2026-01-14 08:31:10","2026-02-09 08:31:10","TP1","CANCELLED","3","2025-12-29 08:31:10",""
"BK228490","MSCU5491507","COSCO","MAERSK HANOI","9802N","VNSGN","USLAX","2026-01-19 16:33:20","2026-02-09 16:33:20","TP1","BOOKED","3","2025-12-25 16:33:20",""
"BK115616","HLCU9485417","ONE","MSC ISABELLA","8204N","VNSGN","USLAX","2026-01-16 08:48:16","2026-02-10 08:48:16","SE3","LOADED","5","2026-01-02 08:48:16",""
"BK178106","HLCU5538043","CMA CGM","SUNNY FREESIA","5703N","VNSGN","SGSIN","2026-01-18 21:19:51","2026-02-10 21:19:51","FE2","CANCELLED","4","2025-12-24 21:19:51",""
"BK200955","PONU6597378","CMA CGM","KOTA GAYA","8501N","VNSGN","USLAX","2026-01-18 15:51:32","2026-02-07 15:51:32","TP1","LOADED","4","2025-12-19 15:51:32",""
"BK612537","MSCU3878284","COSCO","KOTA GAYA","7503N","VNSGN","VNHPH","2026-01-20 13:21:36","2026-02-12 13:21:36","TP1","CANCELLED","4","2025-12-29 13:21:36",""
"BK683375","TCNU3214609","MAERSK","SUNNY FREESIA","6502N","VNSGN","VNHPH","2026-01-21 08:42:41","2026-02-04 08:42:41","TP1","BOOKED","3","2026-01-07 08:42:41",""
"BK234027","TCNU4611002","CMA CGM","SUNNY FREESIA","9502N","VNSGN","USLAX","2026-01-23 08:48:42","2026-02-03 08:48:42","SE3","BOOKED","5","2026-01-08 08:48:42",""
"BK758824","HLCU1771457","CMA CGM","KOTA GAYA","6804N","VNSGN","USLAX","2026-01-18 12:45:52","2026-02-15 12:45:52","FE2","CANCELLED","3","2026-01-07 12:45:52",""
"BK348357","CXDU1262472","CMA CGM","KOTA GAYA","6304N","VNSGN","USLAX","2026-01-12 14:06:08","2026-01-25 14:06:08","TP1","BOOKED","3","2025-12-16 14:06:08",""
"BK975962","CXDU5867809","CMA CGM","MAERSK HANOI","4503N","VNSGN","VNHPH","2026-01-22 10:11:02","2026-02-01 10:11:02","TP1","CANCELLED","3","2025-12-24 10:11:02",""
"BK813505","HLCU3165471","CMA CGM","EVER GIVEN","9504N","VNSGN","SGSIN","2026-01-25 09:12:29","2026-02-16 09:12:29","FE2","CANCELLED","2","2026-01-15 09:12:29",""
"BK417251","HLCU4271375","MAERSK","KOTA GAYA","2804N","VNSGN","SGSIN","2026-01-19 11:03:20","2026-02-17 11:03:20","FE2","CANCELLED","2","2025-12-31 11:03:20",""
"BK486134","MSCU8997487","MAERSK","KOTA GAYA","8504N","VNSGN","VNHPH","2026-01-19 16:44:08","2026-02-05 16:44:08","TP1","LOADED","5","2026-01-06 16:44:08",""
"BK616531","TCNU6885766","MAERSK","KOTA GAYA","1202N","VNSGN","USLAX","2026-01-24 19:56:23","2026-02-20 19:56:23","FE2","LOADED","4","2026-01-05 19:56:23",""
"BK234229","CXDU1915039","ONE","SUNNY FREESIA","4204N","VNSGN","USLAX","2026-01-22 16:51:09","2026-01-30 16:51:09","FE2","CANCELLED","5","2026-01-15 16:51:09",""
"BK534505","HLCU4578243","COSCO","EVER GIVEN","4102N","VNSGN","SGSIN","2026-01-25 15:30:36","2026-02-12 15:30:36","SE3","CANCELLED","1","2026-01-14 15:30:36",""
"BK488165","CXDU5248971","MSC","KOTA GAYA","6801N","VNSGN","CNSHA","2026-01-15 05:25:17","2026-01-23 05:25:17","SE3","CANCELLED","4","2025-12-20 05:25:17",""
"BK729893","PONU4310399","ONE","KOTA GAYA","4003N","VNSGN","USLAX","2026-01-23 10:19:33","2026-02-10 10:19:33","TP1","LOADED","3","2026-01-11 10:19:33",""
"BK725591","CXDU9389750","MSC","MSC ISABELLA","8302N","VNSGN","SGSIN","2026-01-19 16:29:53","2026-01-31 16:29:53","SE3","CANCELLED","3","2026-01-05 16:29:53",""
"BK644442","PONU5761014","ONE","KOTA GAYA","1803N","VNSGN","USLAX","2026-01-22 16:05:56","2026-01-27 16:05:56","TP1","BOOKED","1","2026-01-09 16:05:56",""
"BK947750","MSCU1871526","MSC","KOTA GAYA","9805N","VNSGN","USLAX","2026-01-19 16:10:44","2026-02-09 16:10:44","FE2","CANCELLED","3","2025-12-21 16:10:44",""
"BK938243","HLCU3541308","MAERSK","MSC ISABELLA","7903N","VNSGN","USLAX","2026-01-25 10:07:11","2026-01-31 10:07:11","SE3","BOOKED","1","2026-01-05 10:07:11",""
"BK739708","PONU6796856","MAERSK","EVER GIVEN","3701N","VNSGN","VNHPH","2026-01-17 11:13:31","2026-01-29 11:13:31","TP1","BOOKED","1","2025-12-27 11:13:31",""
"BK474999","TCNU3543125","MAERSK","SUNNY FREESIA","7903N","VNSGN","VNHPH","2026-01-23 07:40:12","2026-02-21 07:40:12","FE2","CANCELLED","2","2026-01-13 07:40:12",""
"BK297045","MSCU4327956","ONE","SUNNY FREESIA","6003N","VNSGN","VNHPH","2026-01-23 14:26:25","2026-02-21 14:26:25","FE2","LOADED","4","2026-01-13 14:26:25",""
"BK404722","CXDU6669179","MSC","EVER GIVEN","9704N","VNSGN","SGSIN","2026-01-25 01:04:19","2026-02-01 01:04:19","TP1","CANCELLED","1","2025-12-29 01:04:19",""
"BK140865","HLCU9712341","MAERSK","MAERSK HANOI","6605N","VNSGN","VNHPH","2026-01-14 21:27:34","2026-01-28 21:27:34","TP1","LOADED","1","2025-12-30 21:27:34",""
"BK133353","CXDU8439133","COSCO","MSC ISABELLA","4401N","VNSGN","SGSIN","2025-12-15 08:23:56","2025-12-23 08:23:56","FE2","CANCELLED","1","2025-11-19 08:23:56",""
"BK533242","PONU3819702","ONE","SUNNY FREESIA","3904N","VNSGN","SGSIN","2026-01-20 11:27:16","2026-02-11 11:27:16","TP1","CANCELLED","3","2026-01-06 11:27:16",""
"BK728712","TCNU8236000","MSC","SUNNY FREESIA","6204N","VNSGN","CNSHA","2026-01-19 14:06:46","2026-02-07 14:06:46","FE2","CANCELLED","5","2026-01-01 14:06:46",""
"BK262036","MSCU1437174","MAERSK","KOTA GAYA","5803N","VNSGN","CNSHA","2026-01-14 10:14:00","2026-02-13 10:14:00","SE3","LOADED","2","2025-12-26 10:14:00",""
"BK936199","CXDU9156943","MSC","MAERSK HANOI","8304N","VNSGN","VNHPH","2026-01-22 16:07:23","2026-02-13 16:07:23","TP1","CANCELLED","1","2026-01-15 16:07:23",""
"BK489317","MSCU2062052","MAERSK","MAERSK HANOI","2602N","VNSGN","SGSIN","2026-01-18 03:39:54","2026-01-31 03:39:54","FE2","LOADED","2","2026-01-03 03:39:54",""
"BK773090","PONU3117575","CMA CGM","MSC ISABELLA","6004N","VNSGN","USLAX","2025-12-12 11:35:54","2026-01-09 11:35:54","SE3","CANCELLED","2","2025-11-24 11:35:54",""
"BK762035","HLCU2969039","ONE","KOTA GAYA","8005N","VNSGN","CNSHA","2025-12-23 08:26:27","2026-01-12 08:26:27","SE3","CANCELLED","2","2025-12-12 08:26:27",""
"BK900858","TCNU2859239","COSCO","MSC ISABELLA","9902N","VNSGN","VNHPH","2025-12-08 15:26:17","2025-12-22 15:26:17","TP1","CANCELLED","5","2025-11-20 15:26:17",""
"BK828145","PONU4013707","MAERSK","MAERSK HANOI","3005N","VNSGN","SGSIN","2026-01-18 08:41:44","2026-02-05 08:41:44","TP1","CANCELLED","3","2025-12-21 08:41:44",""
"BK101213","TCNU9125784","MAERSK","SUNNY FREESIA","9503N","VNSGN","CNSHA","2026-01-20 15:07:47","2026-02-17 15:07:47","SE3","LOADED","3","2026-01-13 15:07:47",""
"BK923751","TCNU7006471","ONE","KOTA GAYA","9504N","VNSGN","SGSIN","2026-01-21 10:07:36","2026-02-10 10:07:36","SE3","CANCELLED","1","2026-01-07 10:07:36",""
"BK544694","TCNU1192352","MAERSK","SUNNY FREESIA","5105N","VNSGN","VNHPH","2025-12-27 23:57:55","2026-01-23 23:57:55","SE3","LOADED","4","2025-12-01 23:57:55",""
"BK462257","TCNU1389339","MAERSK","EVER GIVEN","8703N","VNSGN","CNSHA","2026-01-17 13:37:37","2026-02-14 13:37:37","SE3","LOADED","3","2025-12-22 13:37:37",""
"BK759420","PONU2864353","MAERSK","SUNNY FREESIA","4905N","VNSGN","SGSIN","2026-01-15 14:19:45","2026-02-01 14:19:45","FE2","CANCELLED","1","2026-01-07 14:19:45",""
"BK945757","CXDU5710060","MAERSK","MSC ISABELLA","3604N","VNSGN","SGSIN","2026-01-20 12:49:07","2026-02-10 12:49:07","FE2","LOADED","4","2025-12-23 12:49:07",""
"BK136824","TCNU5916023","MAERSK","EVER GIVEN","4301N","VNSGN","SGSIN","2026-01-17 03:07:42","2026-01-30 03:07:42","TP1","LOADED","3","2025-12-26 03:07:42",""
"BK310356","CXDU3373897","CMA CGM","MSC ISABELLA","6804N","VNSGN","VNHPH","2026-01-19 13:48:36","2026-01-24 13:48:36","TP1","CANCELLED","4","2025-12-28 13:48:36",""
"BK331605","HLCU1481130","MAERSK","MSC ISABELLA","3403N","VNSGN","VNHPH","2026-01-13 13:20:38","2026-02-10 13:20:38","FE2","CANCELLED","4","2026-01-04 13:20:38",""
"BK740859","TCNU5023221","CMA CGM","SUNNY FREESIA","9602N","VNSGN","USLAX","2026-01-21 10:56:54","2026-02-15 10:56:54","SE3","CANCELLED","5","2025-12-25 10:56:54",""
"BK691365","HLCU4065423","CMA CGM","MAERSK HANOI","8504N","VNSGN","USLAX","2026-01-22 15:24:18","2026-02-21 15:24:18","TP1","LOADED","2","2026-01-11 15:24:18",""
"BK799471","PONU2887560","CMA CGM","MSC ISABELLA","5202N","VNSGN","VNHPH","2025-12-06 09:07:19","2025-12-17 09:07:19","FE2","BOOKED","5","2025-11-10 09:07:19",""
"BK185711","CXDU3665150","CMA CGM","KOTA GAYA","5905N","VNSGN","SGSIN","2026-01-17 09:31:35","2026-01-23 09:31:35","FE2","LOADED","4","2025-12-22 09:31:35",""
"BK178002","CXDU6311079","MAERSK","MAERSK HANOI","3002N","VNSGN","SGSIN","2026-01-16 11:26:10","2026-01-27 11:26:10","TP1","LOADED","3","2025-12-20 11:26:10",""
"BK895513","HLCU7278847","COSCO","MAERSK HANOI","5002N","VNSGN","CNSHA","2026-01-21 14:01:02","2026-02-02 14:01:02","TP1","CANCELLED","3","2026-01-01 14:01:02",""
"BK273258","HLCU8719437","MSC","MSC ISABELLA","4501N","VNSGN","SGSIN","2026-01-18 17:28:56","2026-01-28 17:28:56","FE2","CANCELLED","1","2025-12-20 17:28:56",""
"BK803554","MSCU9988324","COSCO","SUNNY FREESIA","4202N","VNSGN","CNSHA","2026-01-06 10:48:30","2026-01-18 10:48:30","SE3","CANCELLED","3","2025-12-18 10:48:30",""
"BK794496","PONU5959761","MSC","SUNNY FREESIA","9602N","VNSGN","USLAX","2026-01-16 16:54:02","2026-02-07 16:54:02","FE2","CANCELLED","5","2025-12-29 16:54:02",""
"BK732965","HLCU1352328","CMA CGM","MAERSK HANOI","9301N","VNSGN","VNHPH","2026-01-24 17:35:35","2026-02-12 17:35:35","TP1","BOOKED","2","2026-01-14 17:35:35",""
"BK721466","HLCU7827432","MSC","KOTA GAYA","6504N","VNSGN","VNHPH","2026-01-14 14:22:31","2026-01-28 14:22:31","SE3","CANCELLED","4","2025-12-26 14:22:31",""
"BK577849","TCNU4711351","MSC","MSC ISABELLA","4401N","VNSGN","SGSIN","2026-01-14 12:10:10","2026-02-09 12:10:10","TP1","BOOKED","5","2025-12-29 12:10:10",""
"BK771628","MSCU6599713","CMA CGM","SUNNY FREESIA","2004N","VNSGN","VNHPH","2025-12-18 09:24:24","2026-01-10 09:24:24","SE3","BOOKED","5","2025-12-08 09:24:24",""
"BK479254","CXDU3102989","MAERSK","EVER GIVEN","3305N","VNSGN","CNSHA","2025-12-16 08:53:00","2025-12-23 08:53:00","TP1","CANCELLED","4","2025-12-05 08:53:00",""
"BK339152","MSCU2296062","MAERSK","KOTA GAYA","5102N","VNSGN","CNSHA","2026-01-21 18:33:07","2026-02-02 18:33:07","SE3","LOADED","2","2026-01-06 18:33:07",""
"BK507425","TCNU1639103","MAERSK","SUNNY FREESIA","6605N","VNSGN","SGSIN","2026-01-19 05:46:46","2026-02-03 05:46:46","FE2","LOADED","2","2025-12-25 05:46:46",""
"BK468761","PONU7971350","ONE","EVER GIVEN","2904N","VNSGN","USLAX","2026-01-21 22:59:51","2026-01-26 22:59:51","SE3","CANCELLED","1","2026-01-08 22:59:51",""
"BK233654","CXDU3528507","ONE","SUNNY FREESIA","8503N","VNSGN","USLAX","2026-01-14 09:13:22","2026-02-04 09:13:22","TP1","BOOKED","5","2026-01-05 09:13:22",""
"BK432033","MSCU7039218","MAERSK","KOTA GAYA","9405N","VNSGN","USLAX","2026-01-17 09:24:59","2026-02-09 09:24:59","TP1","BOOKED","3","2026-01-08 09:24:59",""
"BK913504","TCNU6062060","MAERSK","MSC ISABELLA","7601N","VNSGN","SGSIN","2025-11-27 08:50:37","2025-12-14 08:50:37","FE2","BOOKED","5","2025-11-10 08:50:37",""
"BK201207","TCNU1691480","ONE","MSC ISABELLA","5204N","VNSGN","SGSIN","2026-01-20 11:34:55","2026-01-30 11:34:55","FE2","BOOKED","4","2025-12-28 11:34:55",""
"BK876140","PONU3517831","MAERSK","MSC ISABELLA","3104N","VNSGN","VNHPH","2026-01-06 10:15:17","2026-01-28 10:15:17","TP1","LOADED","1","2025-12-26 10:15:17",""
"BK930897","TCNU8301035","COSCO","MSC ISABELLA","1603N","VNSGN","SGSIN","2026-01-25 14:47:41","2026-02-16 14:47:41","SE3","CANCELLED","2","2026-01-04 14:47:41",""
"BK301405","PONU2833755","COSCO","MAERSK HANOI","9904N","VNSGN","VNHPH","2025-12-16 08:17:01","2026-01-04 08:17:01","SE3","LOADED","2","2025-11-27 08:17:01",""
"BK154309","CXDU6335305","MAERSK","KOTA GAYA","1304N","VNSGN","SGSIN","2026-01-22 17:58:28","2026-02-20 17:58:28","FE2","CANCELLED","3","2025-12-30 17:58:28",""
"BK580539","CXDU5529830","COSCO","EVER GIVEN","3903N","VNSGN","CNSHA","2026-01-23 12:04:24","2026-02-08 12:04:24","FE2","CANCELLED","4","2025-12-28 12:04:24",""
"BK816709","PONU3955231","CMA CGM","MSC ISABELLA","6301N","VNSGN","SGSIN","2026-01-21 13:43:10","2026-02-14 13:43:10","TP1","LOADED","3","2025-12-30 13:43:10",""
"BK878891","HLCU1127594","COSCO","MSC ISABELLA","4302N","VNSGN","SGSIN","2026-01-21 09:46:48","2026-02-18 09:46:48","TP1","BOOKED","5","2026-01-04 09:46:48",""
"BK694452","CXDU2563502","COSCO","EVER GIVEN","3802N","VNSGN","CNSHA","2026-01-23 09:45:29","2026-02-05 09:45:29","TP1","BOOKED","5","2026-01-16 09:45:29",""
"BK151239","MSCU1473589","ONE","KOTA GAYA","4305N","VNSGN","CNSHA","2025-12-24 02:20:22","2026-01-15 02:20:22","FE2","LOADED","1","2025-12-11 02:20:22",""
"BK528932","MSCU9504124","MSC","KOTA GAYA","2102N","VNSGN","SGSIN","2026-01-19 10:51:19","2026-02-06 10:51:19","TP1","CANCELLED","3","2026-01-12 10:51:19",""
"BK406744","CXDU8688895","CMA CGM","MAERSK HANOI","4301N","VNSGN","VNHPH","2026-01-25 09:09:56","2026-02-20 09:09:56","SE3","LOADED","3","2025-12-29 09:09:56",""
"BK331494","MSCU8974038","MAERSK","KOTA GAYA","8801N","VNSGN","SGSIN","2026-01-16 08:16:25","2026-01-26 08:16:25","FE2","CANCELLED","5","2026-01-08 08:16:25",""
"BK606882","HLCU2036930","MSC","SUNNY FREESIA","2404N","VNSGN","CNSHA","2025-12-17 17:14:08","2026-01-04 17:14:08","SE3","CANCELLED","1","2025-12-05 17:14:08",""
"BK404197","MSCU7690536","MSC","KOTA GAYA","4004N","VNSGN","VNHPH","2025-12-09 15:45:13","2025-12-27 15:45:13","TP1","CANCELLED","2","2025-11-25 15:45:13",""
"BK107361","HLCU7747600","MAERSK","EVER GIVEN","3004N","VNSGN","VNHPH","2026-01-17 15:14:53","2026-01-29 15:14:53","TP1","CANCELLED","1","2025-12-31 15:14:53",""
