event_time,container_no_raw,size_raw,location_raw,note_raw,stage,source_file,source_row
2026-01-15T20:10:55.086206,PONU6175964,40,CT01-A-12-1,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,4508
2026-01-15T18:18:00.000000,PONU6175964,20,CT01-Yard-A,,REPAIRED,mnr_system_dump.xlsx,19263
2026-01-16T07:03:00.000000,PONU6175964,20,CT03-A-01-1,Dent on panel,COMPLETED,mnr_system_dump.xlsx,4860
2026-01-05T09:38:00.000000,HLCU1687742,45,CT03-Depot,Floor broken,ESTIMATE,mnr_system_dump.xlsx,15970
2026-01-03T16:07:00.000000,HLCU1687742,45,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,4509
2026-01-05T14:47:00.000000,HLCU5936076,20,CT02-C-20-4,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4510
2026-01-05T14:47:00.000000,HLCU5936076,20,CT01-Yard-A,,APPROVAL,mnr_system_dump.xlsx,5964
2026-01-05T10:38:54.294067,HLCU5936076,20,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,16234
2026-01-10T21:38:00.000000,MSCU5844059,40,CT01-A-12-1,,REPAIRED,mnr_system_dump.xlsx,4513
2026-01-02T17:44:00.000000,MSCU1872572,40,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,4514
2026-01-07T06:14:00.000000,PONU2024168,45,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,9720
2026-01-07T06:14:00.000000,PONU2024168,45,CT04-Terminal,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4515
2026-01-17T16:15:00.000000,CXDU9584538,20,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,4516
2026-01-17T16:15:00.000000,CXDU9584538,40,CT01-B-05-2,Dent on panel,COMPLETED,mnr_system_dump.xlsx,5374
2026-01-07T05:48:00.000000,HLCU9083244,40,CT03-Depot,Floor broken,ESTIMATE,mnr_system_dump.xlsx,18094
2026-01-07T05:48:00.000000,HLCU9083244,20,CT04-B-10-3,,APPROVAL,mnr_system_dump.xlsx,4517
2026-01-02T06:32:00.000000,HLCU9083244,40,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,12172
2026-01-09T14:55:00.000000,HLCU2582014,45,CT04-B-10-3,,ESTIMATE,mnr_system_dump.xlsx,17569
2026-01-14T18:05:00.000000,HLCU2582014,40,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,4518
2026-01-23T03:20:00.000000,CXDU5263084,40,CT04-B-10-3,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4520
2026-01-21T18:17:00.000000,CXDU5263084,40,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,5845
2026-01-19T17:29:00.000000,MSCU7077672,40,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,10327
2026-01-19T17:30:00.000000,MSCU7077672,40,CT03-A-01-1,,COMPLETED,mnr_system_dump.xlsx,4521
2025-12-30T11:31:00.000000,MSCU5162920,40,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,4522
2025-12-30T11:30:00.000000,MSCU5162920,20,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,10392
2025-12-25T17:17:00.000000,PONU7015683,20,CT04-Terminal,,ESTIMATE,mnr_system_dump.xlsx,4525
2025-12-25T17:17:00.000000,PONU7015683,40,CT04-B-10-3,,COMPLETED,mnr_system_dump.xlsx,9580
2026-01-19T07:18:00.000000,PONU5112772,20,CT03-Depot,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,21616
2026-01-23T10:07:00.000000,PONU5112772,20,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,4527
2025-12-31T14:44:00.000000,CXDU9408832,40,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,4529
2026-01-08T16:38:00.000000,CXDU9408832,45,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,17582
2026-01-15T13:21:54.289890,CXDU1946751,45,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4536
2026-01-19T11:22:00.000000,CXDU1946751,40,CT01-Yard-A,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,9688
2026-01-19T11:22:00.000000,CXDU1946751,20,CT03-Depot,Floor broken,COMPLETED,mnr_system_dump.xlsx,7399
2026-01-08T16:53:00.000000,MSCU6403086,40,CT03-Depot,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,4541
2025-12-30T19:25:00.000000,MSCU6403086,40,CT01-B-05-2,Floor broken,COMPLETED,mnr_system_dump.xlsx,17216
2026-01-21T14:17:00.000000,TCNU2132444,40,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,15877
2025-12-14T21:47:00.000000,TCNU2132444,45,CT04-Terminal,Dent on panel,COMPLETED,mnr_system_dump.xlsx,4544
2026-01-15T15:16:00.000000,MSCU8806683,45,CT03-A-01-1,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,4545
2026-01-24T03:49:00.000000,TCNU4823250,20,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,7947
2026-01-20T22:02:46.028542,TCNU4823250,40,CT04-B-10-3,Floor broken,APPROVAL,mnr_system_dump.xlsx,4546
2026-01-20T17:06:53.628601,TCNU4823250,20,CT03-A-01-1,Dent on panel,COMPLETED,mnr_system_dump.xlsx,17915
2026-01-21T05:49:17.000146,HLCU2238833,20,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,4549
2026-01-21T15:27:25.207016,HLCU2238833,45,CT04-B-10-3,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,14317
2026-01-21T22:10:00.000000,HLCU2238833,20,CT02-Yard-B,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,5240
2026-01-23T05:28:00.000000,TCNU2483751,40,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,14349
2026-01-23T05:28:00.000000,TCNU2483751,40,CT02-C-20-4,,APPROVAL,mnr_system_dump.xlsx,4552
2026-01-22T21:17:53.932514,TCNU2483751,20,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,5087
2025-12-30T08:45:00.000000,PONU8564079,40,CT01-B-05-2,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,4554
2025-12-15T04:20:00.000000,MSCU1424145,20,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,12536
2025-12-23T23:13:00.000000,MSCU1424145,40,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,4555
2026-01-08T06:40:00.000000,CXDU8454218,40,CT03-A-01-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,12757
2026-01-07T16:08:00.000000,CXDU8454218,20,CT01-B-05-2,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4556
2026-01-10T04:36:00.000000,PONU1204316,45,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,8991
2026-01-11T17:50:17.904743,PONU1204316,40,CT01-A-12-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,19341
2026-01-14T06:39:00.000000,PONU1204316,40,CT03-A-01-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,4562
2025-12-29T13:15:54.347020,MSCU7784786,20,CT01-B-05-2,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,6448
2026-01-03T18:06:00.000000,MSCU7784786,20,CT04-B-10-3,,AUTHORIZATION,mnr_system_dump.xlsx,4564
2026-01-03T18:06:00.000000,MSCU7784786,40,CT01-B-05-2,,REPAIRED,mnr_system_dump.xlsx,13437
2026-01-01T08:22:55.220808,MSCU7784786,45,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,18227
2026-01-22T08:25:00.000000,PONU2263666,20,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,4566
2026-01-02T10:39:20.503241,CXDU7517638,20,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,4568
2026-01-11T03:29:00.000000,CXDU7517638,20,CT01-A-12-1,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,17482
2026-01-07T11:33:51.866080,CXDU7517638,20,CT03-Depot,,REPAIRED,mnr_system_dump.xlsx,18922
2026-01-02T16:23:04.779400,CXDU7517638,40,CT02-C-20-4,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,17678
2026-01-17T18:21:00.000000,CXDU3961301,20,CT04-Terminal,Dent on panel,APPROVAL,mnr_system_dump.xlsx,4569
2026-01-03T18:26:00.000000,TCNU4383293,40,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4570
2026-01-04T20:40:00.000000,TCNU4383293,40,CT01-B-05-2,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,15454
2026-01-04T04:13:13.359994,TCNU4383293,20,CT04-B-10-3,Dent on panel,COMPLETED,mnr_system_dump.xlsx,10981
2026-01-15T04:44:00.000000,PONU3514303,20,CT04-B-10-3,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4573
2026-01-15T17:22:00.000000,PONU3514303,45,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,20657
2026-01-03T03:06:00.000000,PONU6222808,45,CT04-B-10-3,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,14391
2026-01-03T00:20:58.885414,PONU6222808,45,CT04-B-10-3,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,4575
2026-01-03T03:06:00.000000,PONU6222808,40,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,14370
2026-01-15T17:45:00.000000,MSCU4631379,40,CT01-Yard-A,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,4576
2025-12-21T16:03:00.000000,MSCU3008692,20,CT04-B-10-3,Floor broken,APPROVAL,mnr_system_dump.xlsx,4577
2025-12-23T00:43:00.000000,HLCU1726641,20,CT02-Yard-B,,APPROVAL,mnr_system_dump.xlsx,4578
2026-01-15T14:53:00.000000,CXDU5761366,40,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,12167
2026-01-14T17:23:00.000000,CXDU5761366,40,CT03-Depot,Dent on panel,COMPLETED,mnr_system_dump.xlsx,4579
2026-01-01T11:58:00.000000,MSCU1107767,40,CT03-A-01-1,,AUTHORIZATION,mnr_system_dump.xlsx,4580
2026-01-09T11:37:00.000000,MSCU4503679,40,CT01-B-05-2,,REPAIRED,mnr_system_dump.xlsx,4581
2026-01-18T02:22:00.000000,CXDU3050716,45,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,14128
2026-01-14T17:39:48.576147,CXDU3050716,40,CT01-A-12-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,4585
2026-01-18T02:22:00.000000,CXDU3050716,40,CT02-Yard-B,Floor broken,COMPLETED,mnr_system_dump.xlsx,18056
2025-12-18T14:29:00.000000,HLCU2944864,45,CT01-Yard-A,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,4592
2026-01-07T19:48:00.000000,TCNU8775886,40,CT01-B-05-2,Floor broken,ESTIMATE,mnr_system_dump.xlsx,17417
2026-01-14T00:04:45.928683,TCNU8775886,20,CT02-C-20-4,,APPROVAL,mnr_system_dump.xlsx,4593
2026-01-17T05:47:00.000000,TCNU8775886,20,CT02-Yard-B,Floor broken,COMPLETED,mnr_system_dump.xlsx,17922
2025-12-30T07:01:00.000000,TCNU8359474,40,CT01-A-12-1,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,4594
2026-01-02T12:49:00.000000,CXDU6930403,20,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,4598
2026-01-05T02:22:00.000000,CXDU8240135,20,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,4600
2026-01-07T03:21:00.000000,TCNU5214456,45,CT01-A-12-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,13745
2026-01-11T11:29:00.000000,TCNU5214456,40,CT04-B-10-3,Dent on panel,APPROVAL,mnr_system_dump.xlsx,20487
2026-01-09T19:33:04.778316,TCNU5214456,20,CT02-Yard-B,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4603
2026-01-03T15:13:00.000000,MSCU5640157,40,CT04-B-10-3,,AUTHORIZATION,mnr_system_dump.xlsx,4604
2026-01-07T15:50:00.000000,PONU4728899,20,CT04-B-10-3,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4605
2026-01-02T03:20:00.000000,HLCU6008234,45,CT02-C-20-4,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,6888
2026-01-03T03:03:00.000000,HLCU6008234,40,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,4606
2026-01-25T07:07:00.000000,HLCU1941675,45,CT02-C-20-4,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4607
2026-01-20T22:39:00.000000,HLCU1941675,40,CT03-A-01-1,Dent on panel,COMPLETED,mnr_system_dump.xlsx,17322
2026-01-02T14:19:00.000000,MSCU1927624,20,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,16615
2025-12-24T21:42:00.000000,MSCU1927624,45,CT03-Depot,,COMPLETED,mnr_system_dump.xlsx,4609
2026-01-22T10:08:00.000000,MSCU3531406,45,CT01-B-05-2,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,6172
2026-01-22T18:32:08.226225,MSCU3531406,45,CT01-B-05-2,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,4611
2026-01-23T00:49:00.000000,MSCU3531406,45,CT01-B-05-2,Floor broken,COMPLETED,mnr_system_dump.xlsx,21724
2026-01-24T13:58:00.000000,PONU4655352,40,CT01-A-12-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,4614
2026-01-23T11:46:00.000000,PONU4655352,40,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,5606
2026-01-04T15:40:00.000000,HLCU5755872,20,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,11700
2026-01-03T07:10:00.000000,HLCU5755872,45,CT03-A-01-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,15978
2026-01-04T15:40:00.000000,HLCU5755872,20,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,4615
2026-01-05T05:11:00.000000,MSCU1027755,20,CT02-Yard-B,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,5718
2026-01-05T05:11:00.000000,MSCU1027755,40,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4617
2026-01-18T12:59:12.365985,CXDU4436049,40,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,19971
2026-01-18T19:36:00.000000,CXDU4436049,45,CT01-A-12-1,Dent on panel,APPROVAL,mnr_system_dump.xlsx,4619
2026-01-17T20:42:40.618408,CXDU4436049,40,CT03-Depot,Floor broken,COMPLETED,mnr_system_dump.xlsx,12054
2026-01-25T08:22:00.000000,MSCU6472233,45,CT01-A-12-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,10339
2026-01-19T06:30:00.000000,MSCU6472233,20,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4620
2026-01-09T22:29:00.000000,MSCU8476385,20,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,4621
2026-01-17T09:50:00.000000,CXDU5668143,40,CT04-B-10-3,,REPAIRED,mnr_system_dump.xlsx,4622
2026-01-21T01:41:00.000000,TCNU5113009,40,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,4623
2025-12-19T14:32:00.000000,CXDU2101594,45,CT04-Terminal,,AUTHORIZATION,mnr_system_dump.xlsx,4624
2025-12-31T12:18:00.000000,PONU8297136,40,CT01-A-12-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,4625
2026-01-20T03:28:00.000000,MSCU2176384,20,CT01-B-05-2,Floor broken,ESTIMATE,mnr_system_dump.xlsx,4631
2026-01-11T00:31:00.000000,MSCU2176384,45,CT03-Depot,Floor broken,COMPLETED,mnr_system_dump.xlsx,17757
2025-12-21T09:29:00.000000,PONU2495634,20,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,14341
2026-01-04T14:44:00.000000,PONU2495634,40,CT04-B-10-3,,APPROVAL,mnr_system_dump.xlsx,4632
2026-01-03T15:54:30.680697,PONU2495634,40,CT03-A-01-1,,COMPLETED,mnr_system_dump.xlsx,16591
2025-12-20T09:07:00.000000,HLCU9433961,40,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,4633
2026-01-10T07:45:00.000000,MSCU1155179,40,CT02-C-20-4,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4634
2026-01-10T07:45:00.000000,MSCU1155179,20,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,9894
2026-01-06T15:54:00.000000,TCNU2949216,45,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,8530
2026-01-08T10:49:00.000000,TCNU2949216,40,CT02-C-20-4,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4635
2026-01-23T18:32:00.000000,MSCU5319950,45,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,4637
2026-01-09T13:57:00.000000,TCNU2769838,45,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,14393
2025-12-28T11:51:00.000000,TCNU2769838,45,CT04-B-10-3,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4640
2026-01-24T05:19:00.000000,HLCU3527164,40,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4643
2026-01-24T02:26:46.209241,HLCU3527164,20,CT04-Terminal,Floor broken,APPROVAL,mnr_system_dump.xlsx,13204
2026-01-18T10:00:00.000000,HLCU3527164,45,CT03-Depot,,COMPLETED,mnr_system_dump.xlsx,15880
2026-01-15T22:57:00.000000,PONU4495114,40,CT03-Depot,,APPROVAL,mnr_system_dump.xlsx,4644
2025-12-26T07:28:00.000000,CXDU9489647,20,CT02-C-20-4,Floor broken,REPAIRED,mnr_system_dump.xlsx,4646
2026-01-19T13:23:00.000000,MSCU1782641,40,CT03-Depot,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,4649
2026-01-13T21:16:00.000000,MSCU1782641,40,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,6212
2026-01-17T21:54:00.000000,PONU1175884,20,CT04-B-10-3,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,4654
2026-01-20T21:43:00.000000,MSCU6147248,45,CT03-A-01-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,6764
2026-01-08T07:31:00.000000,MSCU6147248,40,CT02-Yard-B,,APPROVAL,mnr_system_dump.xlsx,9121
2026-01-16T07:29:10.024263,MSCU6147248,45,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4656
2026-01-18T01:50:00.000000,MSCU7754974,45,CT01-B-05-2,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,18357
2026-01-18T16:05:00.000000,MSCU7754974,40,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,4657
2026-01-16T11:46:00.000000,MSCU3421578,40,CT04-B-10-3,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4658
2026-01-15T20:47:00.000000,TCNU1018673,20,CT01-A-12-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,16023
2026-01-12T12:23:00.000000,TCNU1018673,20,CT04-Terminal,Dent on panel,APPROVAL,mnr_system_dump.xlsx,4660
2026-01-15T20:21:28.879067,TCNU1018673,40,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,19472
2025-12-29T19:17:29.505004,CXDU7449680,45,CT02-Yard-B,Floor broken,ESTIMATE,mnr_system_dump.xlsx,16661
2025-12-31T23:57:05.712740,CXDU7449680,20,CT03-A-01-1,,AUTHORIZATION,mnr_system_dump.xlsx,4661
2026-01-15T05:41:00.000000,CXDU7449680,20,CT01-A-12-1,,REPAIRED,mnr_system_dump.xlsx,21378
2025-12-23T06:57:00.000000,CXDU7449680,45,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,5725
2026-01-04T22:17:00.000000,HLCU3930406,40,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,12411
2026-01-05T23:28:00.000000,HLCU3930406,45,CT01-Yard-A,Dent on panel,COMPLETED,mnr_system_dump.xlsx,4662
2025-12-24T03:17:09.484827,HLCU7528959,20,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,15441
2025-12-25T01:09:00.000000,HLCU7528959,45,CT04-B-10-3,Dent on panel,APPROVAL,mnr_system_dump.xlsx,10754
2025-12-16T19:49:00.000000,HLCU7528959,40,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,4667
2026-01-06T15:22:00.000000,PONU9425066,20,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,19041
2026-01-13T08:42:00.000000,PONU9425066,20,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,4671
2026-01-22T06:52:00.000000,HLCU2050292,45,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,6041
2026-01-22T06:52:00.000000,HLCU2050292,40,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,4672
2026-01-07T12:37:31.953570,HLCU6212290,40,CT02-C-20-4,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,4673
2026-01-08T05:02:00.000000,HLCU6212290,20,CT01-B-05-2,Dent on panel,APPROVAL,mnr_system_dump.xlsx,19320
2026-01-08T05:02:00.000000,HLCU6212290,45,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,20632
2025-12-18T16:11:00.000000,HLCU2509035,20,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,4674
2026-01-04T20:45:00.000000,HLCU2509035,45,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,16931
2026-01-22T16:53:00.000000,TCNU9921399,45,CT01-Yard-A,Floor broken,APPROVAL,mnr_system_dump.xlsx,4676
2025-12-19T19:14:00.000000,TCNU1873476,20,CT04-B-10-3,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4677
2025-12-23T12:36:00.000000,CXDU6744309,20,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,4678
2025-12-29T03:29:00.000000,CXDU6744309,20,CT04-B-10-3,,COMPLETED,mnr_system_dump.xlsx,14646
2026-01-15T02:53:00.000000,MSCU5617164,20,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,6913
2026-01-15T02:53:00.000000,MSCU5617164,40,CT04-B-10-3,,COMPLETED,mnr_system_dump.xlsx,4679
2026-01-23T10:12:00.000000,MSCU4227420,40,CT02-Yard-B,,AUTHORIZATION,mnr_system_dump.xlsx,4682
2025-12-31T18:32:00.000000,CXDU6317860,20,CT04-Terminal,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,4683
2025-12-30T20:44:02.138575,HLCU9849643,40,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,4684
2025-12-14T07:19:20.493837,HLCU9849643,40,CT01-B-05-2,,APPROVAL,mnr_system_dump.xlsx,12625
2026-01-04T05:58:00.000000,HLCU9849643,45,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,13547
2025-12-27T14:33:00.000000,PONU9663762,20,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,20330
2026-01-02T15:00:00.000000,PONU9663762,40,CT04-Terminal,Dent on panel,COMPLETED,mnr_system_dump.xlsx,4690
2025-12-17T07:43:00.000000,HLCU7812632,45,CT03-A-01-1,,AUTHORIZATION,mnr_system_dump.xlsx,4691
2026-01-20T09:22:00.000000,CXDU4396791,40,CT04-B-10-3,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,4693
2026-01-25T04:46:00.000000,PONU1559430,20,CT04-B-10-3,,ESTIMATE,mnr_system_dump.xlsx,4694
2026-01-25T04:46:00.000000,PONU1559430,40,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,12817
2026-01-07T22:13:00.000000,PONU1255437,45,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,4695
2026-01-20T15:47:00.000000,MSCU3602849,45,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,4696
2026-01-20T15:48:00.000000,MSCU3602849,40,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,19713
2026-01-18T22:11:00.000000,MSCU8164798,45,CT01-A-12-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,19371
2026-01-18T22:12:00.000000,MSCU8164798,40,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,4697
2026-01-01T06:53:00.000000,CXDU9467552,45,CT02-Yard-B,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,4698
2026-01-03T11:08:00.000000,PONU1677479,45,CT04-Terminal,Floor broken,ESTIMATE,mnr_system_dump.xlsx,4699
2026-01-09T00:17:00.000000,PONU1677479,40,CT04-Terminal,Dent on panel,COMPLETED,mnr_system_dump.xlsx,16654
2026-01-09T04:03:00.000000,TCNU9513106,45,CT04-Terminal,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,19248
2026-01-13T04:51:00.000000,TCNU9513106,20,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,4700
2026-01-19T13:12:00.000000,TCNU8327927,20,CT04-Terminal,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,8462
2026-01-19T13:12:00.000000,TCNU8327927,45,CT01-Yard-A,,AUTHORIZATION,mnr_system_dump.xlsx,11551
2026-01-19T13:11:00.000000,TCNU8327927,40,CT01-A-12-1,Floor broken,REPAIRED,mnr_system_dump.xlsx,14654
2026-01-19T13:11:07.243198,TCNU8327927,45,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,4705
2026-01-14T13:38:00.000000,HLCU8136173,40,CT02-Yard-B,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4709
2026-01-16T13:02:00.000000,HLCU2252565,45,CT04-B-10-3,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,18299
2026-01-10T22:26:00.000000,HLCU2252565,20,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,4710
2026-01-13T00:45:39.205945,PONU4587257,40,CT03-Depot,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,4711
2025-12-30T04:44:14.034520,PONU4587257,20,CT03-Depot,,AUTHORIZATION,mnr_system_dump.xlsx,16992
2026-01-13T09:51:00.000000,PONU4587257,20,CT03-A-01-1,Dent on panel,REPAIRED,mnr_system_dump.xlsx,10055
2026-01-13T09:51:00.000000,PONU4587257,40,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,21735
2026-01-06T22:50:28.167111,TCNU6623326,45,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,16651
2026-01-08T10:47:00.000000,TCNU6623326,20,CT01-Yard-A,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,19634
2026-01-07T22:03:21.458601,TCNU6623326,40,CT04-Terminal,Dent on panel,APPROVAL,mnr_system_dump.xlsx,6505
2026-01-01T14:56:00.000000,TCNU6623326,20,CT03-A-01-1,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,4715
2026-01-06T06:55:03.284588,TCNU6623326,20,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,21905
2026-01-13T10:17:00.000000,MSCU8703412,40,CT04-B-10-3,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,4717
2026-01-21T21:40:00.000000,TCNU6330429,45,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,7384
2026-01-22T22:05:10.063828,TCNU6330429,45,CT01-Yard-A,,APPROVAL,mnr_system_dump.xlsx,14610
